lake,timestamp,download_timestamp,ph,temperature,dissolved_ammonia,cod,bod,dissolved_oxygen,turbidity,conductivity,chloride,nitrate,toc,level,level_2
Agara Lake,2023-08-30 15:30:00,2023-08-31 09:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 05:15:00,2023-08-31 10:30:00,7.68,27.0,0.47,617.37,139.36,1.56,30.94,1342.0,281.09,15.53,455.79,1.29,
Bellandhur Lake,2023-08-31 05:30:00,2023-08-31 10:30:00,6.48,26.8,115.75,661.92,195.7,0.76,50.23,1214.0,100.08,22.37,1077.43,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 10:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 06:15:00,2023-08-31 11:30:00,6.88,25.4,0.32,602.79,135.5,8.66,32.44,1342.0,275.59,17.47,445.02,1.29,
Bellandhur Lake,2023-08-31 06:30:00,2023-08-31 11:30:00,6.47,26.6,80.01,649.61,199.26,0.77,45.43,1192.0,96.81,22.39,1061.93,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 11:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 07:15:00,2023-08-31 12:30:00,5.78,25.7,0.16,589.45,131.07,7.0,31.24,1342.0,269.48,16.97,439.12,1.29,
Bellandhur Lake,2023-08-31 07:30:00,2023-08-31 12:30:00,7.18,25.0,263.5,624.2,196.29,8.81,43.31,120.0,96.01,22.43,1004.61,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 12:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 08:15:00,2023-08-31 13:30:00,7.28,27.0,0.36,588.71,131.07,0.79,32.62,1342.0,269.4,17.46,439.96,1.29,
Bellandhur Lake,2023-08-31 08:30:00,2023-08-31 13:30:00,7.25,24.6,54.29,541.96,161.3,9.18,8.72,95.0,69.01,22.32,1047.38,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 13:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 09:15:00,2023-08-31 14:30:00,7.27,27.2,0.41,591.84,130.09,0.79,31.65,1341.0,269.57,15.06,447.05,1.29,
Bellandhur Lake,2023-08-31 09:30:00,2023-08-31 14:30:00,7.09,24.7,46.64,582.25,168.04,9.25,13.59,117.0,72.47,22.26,1181.42,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 14:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 10:15:00,2023-08-31 15:30:00,7.24,27.3,0.54,628.21,137.0,0.79,30.93,1343.0,286.14,16.14,467.7,1.29,
Bellandhur Lake,2023-08-31 10:30:00,2023-08-31 15:30:00,7.02,25.2,47.28,609.59,175.44,9.22,14.87,153.0,73.54,22.24,1274.3,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 15:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 11:15:00,2023-08-31 16:30:00,7.26,27.4,0.63,604.74,133.69,0.79,32.59,1344.0,275.67,16.28,454.55,1.29,
Bellandhur Lake,2023-08-31 11:30:00,2023-08-31 16:30:00,6.96,25.3,53.99,643.78,180.11,9.35,15.69,108.0,74.08,22.18,1385.99,1.3,
Agara Lake,2023-08-31 11:30:00,2023-08-31 16:30:00,7.96,27.4,1.98,134.86,27.21,5.64,59.04,697.21,18.88,17.53,128.07,2.39,
Varthur Lake,2023-08-31 12:15:00,2023-08-31 17:30:00,7.24,27.7,0.81,638.9,139.24,0.79,30.57,1344.0,291.38,16.8,469.91,1.29,
Bellandhur Lake,2023-08-31 12:30:00,2023-08-31 17:30:00,6.54,27.1,86.27,521.84,172.21,0.75,52.04,1000.0,102.59,22.47,741.43,1.3,
Agara Lake,2023-08-31 12:30:00,2023-08-31 17:30:00,7.96,27.8,2.05,136.48,27.55,6.73,59.79,694.33,19.11,17.74,129.11,2.39,
Varthur Lake,2023-08-31 13:15:00,2023-08-31 18:30:00,7.23,27.8,0.85,681.42,152.24,0.79,29.3,1345.0,309.49,14.48,492.62,1.29,
Bellandhur Lake,2023-08-31 13:30:00,2023-08-31 18:30:00,6.62,27.6,65.93,519.59,167.6,0.75,51.78,989.0,102.63,22.48,749.4,1.3,
Agara Lake,2023-08-31 13:30:00,2023-08-31 18:30:00,7.96,28.7,2.19,137.35,27.71,8.89,60.12,689.66,19.23,17.86,129.71,2.39,
Varthur Lake,2023-08-31 14:15:00,2023-08-31 19:30:00,7.23,27.9,0.9,654.23,145.32,0.79,29.32,1343.0,297.47,15.51,476.53,1.29,
Bellandhur Lake,2023-08-31 14:30:00,2023-08-31 19:30:00,6.64,28.1,55.05,531.65,168.0,0.74,54.91,977.0,104.86,22.47,768.13,1.3,
Agara Lake,2023-08-31 14:30:00,2023-08-31 19:30:00,7.96,28.3,2.2,138.44,27.94,6.91,60.62,693.0,19.38,18.0,130.41,2.39,
Varthur Lake,2023-08-31 15:15:00,2023-08-31 20:30:00,7.21,28.0,0.84,642.95,141.53,0.79,29.2,1344.0,292.87,16.22,470.68,1.29,
Bellandhur Lake,2023-08-31 15:30:00,2023-08-31 20:30:00,6.67,28.5,48.43,559.98,168.17,0.74,58.56,1038.0,107.46,22.43,815.64,1.3,
Agara Lake,2023-08-31 15:30:00,2023-08-31 20:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
Varthur Lake,2023-08-31 16:15:00,2023-08-31 21:30:00,7.2,28.2,0.82,658.05,141.05,0.78,28.47,1343.0,299.93,16.22,477.23,1.29,
Bellandhur Lake,2023-08-31 16:30:00,2023-08-31 21:30:00,6.67,28.9,49.2,552.02,165.05,0.73,64.19,1083.0,111.2,22.46,777.59,1.3,
Agara Lake,2023-08-31 15:30:00,2023-08-31 21:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
Varthur Lake,2023-08-31 17:15:00,2023-08-31 22:30:00,7.21,28.2,0.9,669.45,148.58,0.78,28.16,1343.0,304.32,14.34,484.83,1.29,
Bellandhur Lake,2023-08-31 17:30:00,2023-08-31 22:30:00,6.67,29.1,49.68,576.42,172.97,0.73,59.88,1088.0,108.56,22.43,856.79,1.3,
Agara Lake,2023-08-31 15:30:00,2023-08-31 22:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
Varthur Lake,2023-08-31 18:15:00,2023-08-31 23:30:00,7.21,28.1,0.94,658.63,142.37,0.78,28.58,1343.0,299.13,13.39,484.4,1.29,
Bellandhur Lake,2023-08-31 18:30:00,2023-08-31 23:30:00,6.66,29.1,50.74,546.25,165.31,0.73,60.6,1097.0,109.15,22.43,785.34,1.3,
Agara Lake,2023-08-31 15:30:00,2023-08-31 23:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
Varthur Lake,2023-08-31 19:15:00,2023-09-01 00:30:00,7.22,27.8,0.98,660.6,142.12,0.78,28.63,1341.0,299.97,13.44,489.13,1.29,
Bellandhur Lake,2023-08-31 19:30:00,2023-09-01 00:30:00,6.64,28.9,54.36,546.22,163.66,0.73,61.29,1076.0,109.55,22.45,789.88,1.3,
Agara Lake,2023-08-31 15:30:00,2023-09-01 00:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
Varthur Lake,2023-08-31,2023-09-01 01:30:00,7.23,27.5,0.98,659.71,144.74,0.79,28.77,1343.0,299.63,14.46,485.95,1.29,20:15:00
Bellandhur Lake,2023-08-31,2023-09-01 01:30:00,6.63,28.6,60.38,532.79,163.18,0.74,59.09,1091.0,107.87,22.5,754.85,1.3,20:30:00
Agara Lake,2023-08-31 15:30:00,2023-09-01 01:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
Varthur Lake,2023-08-31 21:15:00,2023-09-01 02:30:00,7.23,27.5,1.03,668.63,145.52,0.79,28.23,1342.0,303.55,14.93,491.51,1.29,
Bellandhur Lake,2023-08-31 21:30:00,2023-09-01 02:30:00,6.61,28.3,65.33,581.96,171.93,0.74,66.38,1107.0,113.67,22.46,878.94,1.3,
Agara Lake,2023-08-31 15:30:00,2023-09-01 02:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
Varthur Lake,2023-08-31 22:15:00,2023-09-01 03:30:00,7.31,26.8,0.88,704.7,176.53,0.8,29.54,1341.0,314.99,8.95,511.49,1.29,
Bellandhur Lake,2023-08-31 21:30:00,2023-09-01 03:30:00,6.61,28.3,65.33,581.96,171.93,0.74,66.38,1107.0,113.67,22.46,878.94,1.3,
Agara Lake,2023-08-31 15:30:00,2023-09-01 03:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
Varthur Lake,2023-08-31 23:15:00,2023-09-01 04:30:00,7.27,26.2,0.85,876.51,220.66,0.8,24.03,1341.0,390.17,5.74,592.63,1.29,
Bellandhur Lake,2023-08-31 23:30:00,2023-09-01 04:30:00,6.71,26.4,70.22,572.77,206.23,0.77,32.67,920.0,87.97,22.46,852.86,1.3,
Agara Lake,2023-08-31 15:30:00,2023-09-01 04:30:00,7.96,28.0,2.1,137.74,27.82,6.1,60.36,705.66,19.28,17.91,129.93,2.39,
