stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on,outlet_flow,inlet_flow
Mailasandra STP 75 MLD,2023-12-30 07:45:00,7.13,19.90,7.5,13.5,46.87,10.66,16.86,11.70,-0.78,-,2023123008,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123008,-,-
KR Puram STP 20 MLD,2023-12-30 07:45:00,7.16,23.20,1.53,3.06,70.36,9.18,91.3,9.85,1.28,-,2023123008,-,-
1.5 MLD Lalbagh TTP,2023-12-30 08:00:00,7.27,24.60,0.54,2.7,18.24,1.5,1.25,0.12,0.58,-,2023123008,-,-
35MLD Agaram STP,2023-12-30 08:00:00,7.23,24.00,0.66,2.71,29.64,5.06,3.63,6.51,-,-,2023123008,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 08:00:00,7.64,24.30,6.85,13.7,46.00,5.6,12.0,11.20,-,-,2023123008,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.8,4.9,8.88,3.25,0.20,2023123008,-,-
40MLD OLD Rajacanal STP,2023-12-30 08:00:00,7.48,22.60,1.02,1.84,25.90,6.8,7.8,6.47,3.74,0.51,2023123008,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123008,-,-
4_MLD_Madiwala_STP,2023-12-30 08:00:00,7.62,23.50,1.64,4.8,34.38,2.02,3.74,8.60,-,-,2023123008,-,-
150MLD STP_K&C valley,2023-12-30 08:00:00,7.04,-,3.58,3.44,-,6.0,10.12,-,-,0.41,2023123008,-,-
20Mld KR Puram STP New,2023-12-30 07:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123008,0.85,4.44
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123008,5.68,6.16
2MLD Ulsoor STP,2023-12-30 08:45:00,7.12,24.50,0.32,1.6,15.96,2.23,2.55,3.19,2.28,-,2023123009,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 08:30:00,7.46,22.30,0.37,3.3,28.53,4.41,4.61,11.03,2.96,-,2023123009,-,-
KADUGODI 6 MLD STP,2023-12-30 08:45:00,7.87,25.00,0.5,3.71,36.61,6.84,9.9,6.54,2.95,-,2023123009,-,-
HORAMAVU 20 MLD,2023-12-30 08:45:00,7.7,27.00,0.93,4.6,67.07,7.78,27.07,9.14,3.72,-,2023123009,-,-
K AND C VALLEY 60 MLD,2023-12-30 08:45:00,6.96,25.50,0.45,4.0,70.74,16.05,31.43,13.13,3.73,-,2023123009,-,-
NAGASANDRA 20 MLD,2023-12-30 08:45:00,7.78,23.40,0.9,3.6,178.08,13.45,37.88,3.16,3.51,-,2023123009,-,-
RAJACANAL 40 MLD,2023-12-30 08:45:00,7.64,25.10,0.85,3.4,28.24,3.47,3.98,8.02,4.08,-,2023123009,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-29 12:00:00,6.92,25.62,0.51,2.05,17.73,5.65,4.25,4.39,-0.81,-,2023123009,-,-
BELLANDUR 90 MLD,2023-12-30 08:45:00,7.69,24.70,0.53,1.6,27.02,4.74,6.71,5.40,2.97,-,2023123009,-,-
DODDABELE 20 MLD,2023-12-30 08:45:00,7.02,24.40,0.84,3.4,57.26,6.55,25.56,12.67,4.21,-,2023123009,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 08:45:00,7.21,22.40,1.03,1.54,59.89,10.82,22.13,6.25,3.79,-,2023123009,-,-
4MLD Cubbon Park TTP,2023-12-30 08:45:00,7.03,26.00,0.73,4.7,17.32,1.2,0.94,5.02,3.65,-,2023123009,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123009,-,-
STP Sarakki 5 MLD,2023-12-30 08:45:00,7.85,25.90,0.56,1.12,18.73,4.85,5.71,3.75,-,-,2023123009,-,-
Mailasandra STP 75 MLD,2023-12-30 08:45:00,7.19,19.70,7.48,13.46,46.75,10.52,16.84,11.47,0.63,-,2023123009,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123009,-,-
KR Puram STP 20 MLD,2023-12-30 08:45:00,7.17,23.20,1.49,2.98,72.45,8.85,100.87,10.14,1.28,-,2023123009,-,-
1.5 MLD Lalbagh TTP,2023-12-30 08:45:00,7.26,24.90,0.52,2.67,18.26,1.51,1.26,0.12,0.03,-,2023123009,-,-
35MLD Agaram STP,2023-12-30 08:45:00,7.2,23.90,0.66,2.71,29.52,5.04,3.63,6.48,-,-,2023123009,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 09:00:00,7.66,24.30,7.25,14.5,46.10,5.4,12.8,10.80,-,-,2023123009,-,-
Yelahanka 10MLD TTP,2023-12-29 21:45:00,7.41,23.40,1.77,4.91,44.30,7.8,4.9,8.88,3.25,0.20,2023123009,-,-
40MLD OLD Rajacanal STP,2023-12-30 09:00:00,7.49,22.60,1.01,1.82,25.90,6.8,7.8,6.47,3.74,0.50,2023123009,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123009,-,-
4_MLD_Madiwala_STP,2023-12-30 09:00:00,7.62,23.50,1.64,4.8,34.38,2.19,3.74,8.60,-,-,2023123009,-,-
150MLD STP_K&C valley,2023-12-30 08:45:00,6.7,-,3.58,3.44,-,6.0,10.12,-,-,0.41,2023123009,-,-
20Mld KR Puram STP New,2023-12-30 08:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123009,1.61,5.50
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123009,5.68,6.16
2MLD Ulsoor STP,2023-12-30 09:30:00,7.3,25.50,0.31,1.55,29.89,4.18,4.78,5.98,4.27,-,2023123010,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 09:30:00,7.45,22.30,0.37,3.3,28.49,4.39,4.6,10.84,2.96,-,2023123010,-,-
KADUGODI 6 MLD STP,2023-12-30 09:45:00,7.87,24.70,0.5,3.7,36.66,6.84,10.05,6.54,2.95,-,2023123010,-,-
HORAMAVU 20 MLD,2023-12-30 09:45:00,7.78,26.90,0.96,4.5,66.33,7.72,26.81,8.87,3.84,-,2023123010,-,-
K AND C VALLEY 60 MLD,2023-12-30 09:45:00,6.94,25.70,0.46,4.0,66.05,15.89,25.8,13.14,3.82,-,2023123010,-,-
NAGASANDRA 20 MLD,2023-12-30 09:45:00,7.78,23.50,0.88,3.52,178.04,13.62,37.88,3.80,3.50,-,2023123010,-,-
RAJACANAL 40 MLD,2023-12-30 09:45:00,7.63,25.10,0.85,3.4,28.23,3.46,3.99,7.98,4.08,-,2023123010,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-30 09:45:00,6.92,25.62,0.51,2.05,28.50,6.21,7.11,4.46,2.51,-,2023123010,-,-
BELLANDUR 90 MLD,2023-12-30 09:45:00,7.69,24.80,0.54,1.6,27.02,4.74,6.7,5.40,3.02,-,2023123010,-,-
DODDABELE 20 MLD,2023-12-30 09:45:00,7.02,24.60,0.84,3.4,57.23,6.56,25.49,12.74,4.21,-,2023123010,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 09:45:00,7.23,22.50,1.03,1.54,66.07,10.11,29.77,5.94,3.82,-,2023123010,-,-
4MLD Cubbon Park TTP,2023-12-30 09:45:00,6.72,27.40,0.78,4.71,17.32,1.21,0.94,5.02,3.90,-,2023123010,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123010,-,-
STP Sarakki 5 MLD,2023-12-30 09:45:00,7.89,25.80,0.59,1.18,18.72,4.83,5.7,3.74,-,-,2023123010,-,-
Mailasandra STP 75 MLD,2023-12-30 09:45:00,7.28,20.20,7.4,13.31,46.22,9.57,17.63,11.40,2.36,-,2023123010,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123010,-,-
KR Puram STP 20 MLD,2023-12-30 09:45:00,7.16,23.40,1.42,2.84,64.38,12.41,62.69,9.01,1.97,-,2023123010,-,-
1.5 MLD Lalbagh TTP,2023-12-30 09:45:00,7.25,25.90,0.48,2.47,18.23,1.5,1.24,0.05,0.05,-,2023123010,-,-
35MLD Agaram STP,2023-12-30 10:00:00,7.19,23.90,0.66,2.71,29.48,5.03,3.63,6.47,-,-,2023123010,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 10:00:00,7.63,24.30,6.26,12.5,42.40,6.5,7.0,13.00,-,-,2023123010,-,-
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.2,4.2,8.99,3.11,0.20,2023123010,-,-
40MLD OLD Rajacanal STP,2023-12-30 10:00:00,7.49,22.70,0.98,1.76,25.90,6.8,7.8,6.47,3.74,0.49,2023123010,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123010,-,-
4_MLD_Madiwala_STP,2023-12-30 10:00:00,7.62,23.50,1.63,4.7,34.38,2.16,3.74,8.60,-,-,2023123010,-,-
150MLD STP_K&C valley,2023-12-30 10:00:00,6.79,-,3.58,3.44,-,6.0,10.12,-,-,0.41,2023123010,-,-
20Mld KR Puram STP New,2023-12-30 09:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123010,1.61,7.38
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123010,5.68,6.16
2MLD Ulsoor STP,2023-12-30 10:15:00,7.33,25.60,0.31,1.55,29.61,4.15,4.74,5.92,4.23,-,2023123011,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 10:30:00,7.46,22.30,0.37,3.3,28.45,4.4,4.6,10.98,2.96,-,2023123011,-,-
KADUGODI 6 MLD STP,2023-12-30 10:45:00,7.77,24.70,0.5,3.68,36.42,6.84,9.17,6.55,2.95,-,2023123011,-,-
HORAMAVU 20 MLD,2023-12-30 10:45:00,7.76,27.10,0.96,4.5,66.87,7.82,26.88,8.35,3.84,-,2023123011,-,-
K AND C VALLEY 60 MLD,2023-12-30 10:45:00,6.94,26.00,0.47,4.0,78.50,17.04,38.26,14.58,3.90,-,2023123011,-,-
NAGASANDRA 20 MLD,2023-12-30 10:45:00,7.72,24.30,0.94,3.76,182.22,12.44,39.57,3.93,3.56,-,2023123011,-,-
RAJACANAL 40 MLD,2023-12-30 10:45:00,7.64,25.30,0.86,3.4,28.26,3.46,4.02,8.02,4.13,-,2023123011,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-30 10:30:00,6.9,25.56,0.51,2.04,21.48,6.12,7.14,4.43,2.44,-,2023123011,-,-
BELLANDUR 90 MLD,2023-12-30 10:45:00,7.69,25.00,0.54,1.6,27.02,4.77,6.69,5.40,3.02,-,2023123011,-,-
DODDABELE 20 MLD,2023-12-30 10:45:00,7.02,24.60,0.84,3.4,56.89,6.55,25.24,12.75,4.21,-,2023123011,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 10:45:00,7.24,22.70,1.01,1.51,68.86,9.25,34.44,5.08,3.91,-,2023123011,-,-
4MLD Cubbon Park TTP,2023-12-30 10:45:00,6.7,27.60,0.75,4.71,17.32,1.21,0.94,5.02,3.75,-,2023123011,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123011,-,-
STP Sarakki 5 MLD,2023-12-30 10:45:00,7.9,25.80,0.58,1.16,18.73,4.86,5.71,3.75,-,-,2023123011,-,-
Mailasandra STP 75 MLD,2023-12-30 10:45:00,7.28,20.90,7.41,13.34,46.32,9.66,17.59,10.57,2.60,-,2023123011,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123011,-,-
KR Puram STP 20 MLD,2023-12-30 10:45:00,7.16,23.70,1.45,2.9,64.51,11.88,63.43,9.03,2.09,-,2023123011,-,-
1.5 MLD Lalbagh TTP,2023-12-30 11:00:00,7.23,27.50,0.45,2.33,18.22,1.49,1.23,0.00,0.00,-,2023123011,-,-
35MLD Agaram STP,2023-12-30 11:00:00,7.07,24.10,0.69,2.83,28.99,4.95,3.8,6.36,-,-,2023123011,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 11:00:00,7.77,24.40,5.05,10.1,43.10,6.6,7.6,13.20,-,-,2023123011,-,-
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.2,4.2,8.99,3.11,0.20,2023123011,-,-
40MLD OLD Rajacanal STP,2023-12-30 11:00:00,7.55,22.80,0.99,1.78,25.90,6.8,7.7,6.47,3.78,0.50,2023123011,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123011,-,-
4_MLD_Madiwala_STP,2023-12-30 11:00:00,7.62,23.40,1.64,4.8,34.38,2.06,3.74,8.60,-,-,2023123011,-,-
150MLD STP_K&C valley,2023-12-30 10:45:00,6.7,-,3.58,3.44,-,6.0,10.12,-,-,0.41,2023123011,-,-
20Mld KR Puram STP New,2023-12-30 10:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123011,1.61,7.50
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123011,5.68,6.16
2MLD Ulsoor STP,2023-12-30 11:45:00,7.34,25.50,0.33,1.65,29.82,4.17,4.77,5.96,4.26,-,2023123012,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 11:30:00,7.47,22.30,0.37,3.3,28.46,4.4,4.6,11.14,2.96,-,2023123012,-,-
KADUGODI 6 MLD STP,2023-12-30 11:15:00,7.79,24.80,0.5,3.78,36.43,6.84,9.29,6.56,2.95,-,2023123012,-,-
HORAMAVU 20 MLD,2023-12-30 11:45:00,7.76,27.30,0.99,4.5,65.57,7.41,26.75,7.64,3.96,-,2023123012,-,-
K AND C VALLEY 60 MLD,2023-12-30 11:45:00,6.9,26.10,0.48,4.0,67.98,15.96,28.37,13.24,3.98,-,2023123012,-,-
NAGASANDRA 20 MLD,2023-12-30 11:45:00,7.76,24.20,0.93,3.72,190.26,14.59,40.18,4.22,3.66,-,2023123012,-,-
RAJACANAL 40 MLD,2023-12-30 11:45:00,7.64,25.60,0.88,3.4,28.24,3.46,3.99,7.99,4.22,-,2023123012,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-30 11:45:00,6.92,25.63,0.51,2.05,25.31,6.29,6.89,4.51,-0.85,-,2023123012,-,-
BELLANDUR 90 MLD,2023-12-30 11:45:00,7.69,25.40,0.55,1.5,27.02,4.77,6.67,5.40,3.08,-,2023123012,-,-
DODDABELE 20 MLD,2023-12-30 11:45:00,7.04,24.60,0.84,3.4,56.67,6.61,24.72,12.85,4.22,-,2023123012,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 11:45:00,7.32,23.20,1.06,1.59,66.75,10.49,28.43,6.39,6.59,-,2023123012,-,-
4MLD Cubbon Park TTP,2023-12-30 11:45:00,6.72,27.50,0.74,4.71,17.33,1.21,0.94,5.03,3.70,-,2023123012,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123012,-,-
STP Sarakki 5 MLD,2023-12-30 11:45:00,7.91,26.00,0.61,1.22,18.73,4.85,5.71,3.75,-,-,2023123012,-,-
Mailasandra STP 75 MLD,2023-12-30 11:45:00,7.31,21.50,7.42,13.36,46.37,9.71,17.55,10.27,2.40,-,2023123012,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123012,-,-
KR Puram STP 20 MLD,2023-12-30 11:30:00,7.16,24.00,1.44,2.88,64.88,11.69,64.56,9.08,3.89,-,2023123012,-,-
1.5 MLD Lalbagh TTP,2023-12-30 12:00:00,7.24,28.60,0.39,2.1,18.24,1.51,1.25,-0.17,-0.23,-,2023123012,-,-
35MLD Agaram STP,2023-12-30 12:00:00,7.14,24.70,0.7,2.87,29.27,5.0,3.85,6.43,-,-,2023123012,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 12:00:00,7.66,24.30,6.33,12.7,43.60,6.4,8.4,12.80,-,-,2023123012,-,-
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.2,4.2,8.99,3.11,0.20,2023123012,-,-
40MLD OLD Rajacanal STP,2023-12-30 12:00:00,7.51,22.90,0.97,1.75,25.90,6.8,7.8,6.47,3.76,0.49,2023123012,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123012,-,-
4_MLD_Madiwala_STP,2023-12-30 12:00:00,7.62,23.50,1.64,4.8,34.38,2.05,3.74,8.60,-,-,2023123012,-,-
150MLD STP_K&C valley,2023-12-30 12:00:00,6.98,-,3.58,3.44,-,6.0,10.12,-,-,0.40,2023123012,-,-
20Mld KR Puram STP New,2023-12-30 11:45:00,8.29,-,3.06,3.55,40.79,6.28,6.73,8.93,-,-,2023123012,1.61,7.50
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123012,5.68,6.16
2MLD Ulsoor STP,2023-12-30 12:30:00,7.35,25.50,0.33,1.65,29.89,4.18,4.78,5.98,4.27,-,2023123013,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 12:30:00,7.48,22.80,0.38,3.3,28.45,4.4,4.59,10.84,3.04,-,2023123013,-,-
KADUGODI 6 MLD STP,2023-12-30 11:15:00,7.79,24.80,0.5,3.78,36.43,6.84,9.29,6.56,2.95,-,2023123013,-,-
HORAMAVU 20 MLD,2023-12-30 12:45:00,7.72,27.30,0.98,4.6,64.45,7.1,26.71,6.85,3.92,-,2023123013,-,-
K AND C VALLEY 60 MLD,2023-12-30 12:45:00,6.92,26.30,0.49,4.0,69.77,16.09,30.54,13.55,4.07,-,2023123013,-,-
NAGASANDRA 20 MLD,2023-12-30 12:45:00,7.73,24.50,0.96,3.84,212.26,13.82,45.29,4.39,3.63,-,2023123013,-,-
RAJACANAL 40 MLD,2023-12-30 12:45:00,7.65,25.70,0.9,3.3,28.25,3.47,3.99,8.02,4.32,-,2023123013,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-30 12:45:00,7.0,25.94,0.52,2.08,32.49,6.33,6.92,4.53,2.33,-,2023123013,-,-
BELLANDUR 90 MLD,2023-12-30 12:45:00,7.68,25.60,0.56,1.5,27.02,4.75,6.72,5.40,3.14,-,2023123013,-,-
DODDABELE 20 MLD,2023-12-30 12:45:00,7.0,25.10,0.84,3.3,58.04,6.84,26.25,12.87,4.20,-,2023123013,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 12:45:00,7.26,23.20,1.02,1.53,75.18,11.24,34.65,6.79,3.78,-,2023123013,-,-
4MLD Cubbon Park TTP,2023-12-30 12:45:00,6.74,27.50,0.73,4.71,17.32,1.21,0.94,5.02,3.65,-,2023123013,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123013,-,-
STP Sarakki 5 MLD,2023-12-30 12:45:00,7.89,26.10,0.56,1.12,18.73,4.85,5.71,3.75,-,-,2023123013,-,-
Mailasandra STP 75 MLD,2023-12-30 12:45:00,7.37,22.20,7.42,13.36,46.39,9.73,17.54,10.32,2.94,-,2023123013,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123013,-,-
KR Puram STP 20 MLD,2023-12-30 12:45:00,7.15,24.20,1.41,2.82,66.48,11.84,71.63,9.31,3.25,-,2023123013,-,-
1.5 MLD Lalbagh TTP,2023-12-30 13:00:00,7.24,29.40,0.44,2.1,18.23,1.5,1.24,-0.36,-0.24,-,2023123013,-,-
35MLD Agaram STP,2023-12-30 13:00:00,7.1,24.60,0.73,2.99,29.11,4.97,4.02,6.39,-,-,2023123013,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 13:00:00,7.47,24.30,7.15,14.3,43.30,6.5,8.1,13.00,-,-,2023123013,-,-
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.2,4.2,8.99,3.11,0.20,2023123013,-,-
40MLD OLD Rajacanal STP,2023-12-30 13:00:00,7.51,22.90,0.99,1.78,25.90,6.8,7.8,6.47,3.76,0.50,2023123013,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023123013,-,-
4_MLD_Madiwala_STP,2023-12-30 13:00:00,7.62,23.50,1.63,4.7,34.38,2.13,3.74,8.60,-,-,2023123013,-,-
150MLD STP_K&C valley,2023-12-30 12:45:00,6.95,-,3.59,3.44,-,6.0,10.12,-,-,0.41,2023123013,-,-
20Mld KR Puram STP New,2023-12-30 12:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,2023123013,3.32,3.78
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123013,5.68,6.16
2MLD Ulsoor STP,2023-12-30 13:15:00,7.36,25.40,0.32,1.6,30.31,4.24,4.85,6.06,4.33,-,2023123014,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 13:30:00,7.49,23.00,0.4,3.3,28.42,4.39,4.59,11.04,3.20,-,2023123014,-,-
KADUGODI 6 MLD STP,2023-12-30 11:15:00,7.79,24.80,0.5,3.78,36.43,6.84,9.29,6.56,2.95,-,2023123014,-,-
HORAMAVU 20 MLD,2023-12-30 13:45:00,7.79,27.10,1.01,4.5,-,-,27.19,8.69,4.04,-,2023123014,-,-
K AND C VALLEY 60 MLD,2023-12-30 13:45:00,6.93,26.30,0.5,3.9,81.31,16.98,41.25,13.49,4.15,-,2023123014,-,-
NAGASANDRA 20 MLD,2023-12-30 13:45:00,7.7,24.80,0.95,3.8,207.25,16.87,43.77,5.35,3.70,-,2023123014,-,-
RAJACANAL 40 MLD,2023-12-30 13:45:00,7.64,25.70,0.91,3.3,28.24,3.46,3.98,8.00,4.37,-,2023123014,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-30 13:45:00,7.02,26.00,0.52,2.08,49.62,6.34,7.5,4.52,-0.86,-,2023123014,-,-
BELLANDUR 90 MLD,2023-12-30 13:45:00,7.68,25.70,0.57,1.5,27.03,4.74,6.74,5.41,3.19,-,2023123014,-,-
DODDABELE 20 MLD,2023-12-30 13:45:00,7.0,25.10,0.84,3.3,58.11,6.81,26.14,12.83,4.20,-,2023123014,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 13:45:00,7.25,23.20,0.99,1.49,85.14,11.09,42.6,5.28,3.68,-,2023123014,-,-
4MLD Cubbon Park TTP,2023-12-30 13:45:00,6.74,27.40,0.71,4.71,17.33,1.21,0.94,5.03,3.55,-,2023123014,-,-
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,2023123014,-,-
STP Sarakki 5 MLD,2023-12-30 13:45:00,7.95,26.00,0.57,1.14,18.75,4.88,5.74,3.75,-,-,2023123014,-,-
Mailasandra STP 75 MLD,2023-12-30 13:45:00,7.4,22.40,7.42,13.36,46.40,9.72,17.5,9.76,2.76,-,2023123014,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023123014,-,-
KR Puram STP 20 MLD,2023-12-30 13:45:00,7.15,24.40,1.47,2.94,68.08,11.22,78.99,9.53,2.79,-,2023123014,-,-
1.5 MLD Lalbagh TTP,2023-12-30 14:00:00,7.24,29.70,0.43,2.2,18.23,1.50,1.23,-0.37,-0.24,-,2023123014,-,-
35MLD Agaram STP,2023-12-30 14:00:00,7.17,24.60,0.7,2.87,29.40,5.02,3.85,6.45,-,-,2023123014,-,-
Chikka_Bagur_5_MLD_STP,2023-12-30 14:00:00,7.71,24.40,5.98,12.0,44.90,7.10,9.9,14.20,-,-,2023123014,-,-
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.20,4.2,8.99,3.11,0.20,2023123014,-,-
40MLD OLD Rajacanal STP,2023-12-30 14:00:00,7.58,22.80,1.03,1.85,25.80,6.60,7.4,6.45,3.79,0.51,2023123014,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.10,5.0,5.30,4.18,0.41,2023123014,-,-
4_MLD_Madiwala_STP,2023-12-30 14:00:00,7.62,23.40,1.63,4.7,34.38,2.12,3.74,8.60,-,-,2023123014,-,-
150MLD STP_K&C valley,2023-12-30 13:45:00,6.95,-,3.59,3.44,-,6.00,10.12,-,-,0.40,2023123014,-,-
20Mld KR Puram STP New,2023-12-30 13:45:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,2023123014,3.79,3.78
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,2023123014,5.68,6.16
2MLD Ulsoor STP,2023-12-30 14:45:00,7.26,25.80,0.31,1.55,28.56,4.0,4.57,5.71,4.08,-,2023123015,-,-
CHIKKABANAVARA 5 MLD,2023-12-30 14:30:00,7.48,23.20,0.4,3.3,28.42,4.41,4.59,11.11,3.20,-,2023123015,-,-
KADUGODI 6 MLD STP,2023-12-30 14:45:00,7.85,25.20,0.5,3.9,36.68,6.84,10.37,6.54,2.95,-,2023123015,-,-
HORAMAVU 20 MLD,2023-12-30 14:45:00,7.76,27.50,1.01,4.5,66.80,7.48,27.29,7.78,4.04,-,2023123015,-,-
K AND C VALLEY 60 MLD,2023-12-30 14:45:00,6.92,26.30,0.49,3.9,67.93,16.09,27.48,13.76,4.07,-,2023123015,-,-
NAGASANDRA 20 MLD,2023-12-30 14:45:00,7.73,24.60,0.95,3.8,214.77,16.13,45.03,4.32,3.73,-,2023123015,-,-
RAJACANAL 40 MLD,2023-12-30 14:45:00,7.64,25.70,0.91,3.3,28.24,3.46,3.99,8.00,4.37,-,2023123015,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-30 14:45:00,7.0,25.91,0.52,2.07,59.82,6.34,7.8,4.50,2.34,-,2023123015,-,-
BELLANDUR 90 MLD,2023-12-30 14:45:00,7.68,25.70,0.57,1.5,27.03,4.76,6.78,5.41,3.19,-,2023123015,-,-
DODDABELE 20 MLD,2023-12-30 14:45:00,6.95,25.70,0.89,3.3,57.99,6.66,27.22,12.76,4.17,-,2023123015,-,-
NAGASANDRA OLD 20 MLD,2023-12-30 14:45:00,7.25,23.20,0.97,1.46,97.99,10.74,57.07,6.11,3.68,-,2023123015,-,-
