stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
HORAMAVU 20 MLD,2024-04-14 21:45:00,7.75,31.50,1.09,3.3,41.01,8.17,11.42,5.61,4.36,-,-,-,2024041422
K AND C VALLEY 60 MLD,2024-04-14 21:53:00,6.78,30.20,0.95,3.5,23.64,1.60,6.44,8.09,7.88,-,-,-,2024041422
NAGASANDRA 20 MLD,2024-04-14 21:45:00,7.66,28.60,0.77,3.08,50.56,10.97,13.7,15.41,4.31,-,-,-,2024041422
RAJACANAL 40 MLD,2024-04-14 21:45:00,7.66,29.50,1.37,2.5,29.56,4.43,4.02,8.80,6.58,-,-,-,2024041422
YELLAMALAPACHETTY 15 MLD,2024-04-14 22:00:00,7.69,29.58,0.56,2.25,0.00,2.38,1.02,6.81,5.07,-,-,-,2024041422
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024041422
DODDABELE 20 MLD,2024-04-14 21:45:00,6.77,29.50,0.38,1.1,45.12,7.42,15.79,10.41,4.06,-,-,-,2024041422
NAGASANDRA OLD 20 MLD,2024-04-14 21:45:00,6.51,27.00,3.23,4.85,47.75,8.69,13.61,0.00,8.07,-,-,-,2024041422
4MLD Cubbon Park TTP,2024-04-14 21:45:00,6.62,31.70,0.75,4.72,17.33,1.22,0.93,5.02,3.75,-,-,-,2024041422
KADABEESANAHALLI 50 MLD,2024-04-13 09:45:00,7.98,26.10,0.76,2.58,-,-,2609.34,-,3.42,-,-,-,2024041422
STP Sarakki 5 MLD,2024-04-14 21:45:00,7.68,30.40,1.11,2.22,21.42,8.86,8.15,4.28,-,-,-,-,2024041422
Mailasandra STP 75 MLD,2024-04-14 21:45:00,7.3,27.40,0.0,0.0,47.63,10.83,17.19,4.11,0.79,-,-,-,2024041422
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024041422
KR Puram STP 20 MLD,2024-04-14 21:45:00,6.89,27.80,2.97,5.94,48.28,8.01,14.73,6.76,-0.66,-,-,-,2024041422
1.5 MLD Lalbagh TTP,2024-04-14 21:45:00,7.26,31.00,0.3,1.55,17.85,1.34,0.97,3.40,2.24,-,-,-,2024041422
35MLD Agaram STP,2024-04-14 21:45:00,7.27,28.10,0.6,2.46,29.81,5.09,3.3,6.54,-,-,-,-,2024041422
Chikka_Bagur_5_MLD_STP,2024-04-13 12:45:00,7.0,29.40,0.0,0.0,45.10,6.20,9.2,12.40,-,-,-,-,2024041422
Yelahanka 10MLD TTP,2024-04-14 22:00:00,7.31,26.40,4.23,11.7,35.50,4.40,4.4,7.14,3.08,0.21,-,-,2024041422
40MLD OLD Rajacanal STP,2024-04-14 22:00:00,7.65,27.50,9.08,22.7,28.50,9.60,15.0,7.12,3.83,4.54,-,-,2024041422
Hennur 1MLD TTP,2024-04-14 22:00:00,7.16,30.80,0.67,1.0,21.50,2.70,4.0,5.07,4.17,0.13,-,-,2024041422
4_MLD_Madiwala_STP,2024-04-14 22:05:00,7.47,28.70,1.06,3.1,35.05,6.68,3.93,8.76,-,-,-,-,2024041422
150MLD STP_K&C valley,2024-04-14 21:45:00,7.4,-,1.04,5.72,-,4.50,9.69,-,-,0.98,-,-,2024041422
20Mld KR Puram STP New,2024-04-12 17:45:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.92,2024041422
10 MLD STP HULIMAVU,2024-04-11 20:00:00,7.77,-,3.73,7.97,56.43,3.38,5.76,1.20,-,-,6.38,6.88,2024041422
2MLD Ulsoor STP,2024-04-14 20:00:00,6.89,30.10,0.61,3.05,17.01,2.38,2.72,3.40,2.43,-,-,-,2024041423
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024041423
KADUGODI 6 MLD STP,2024-04-14 22:45:00,7.82,28.80,0.5,8.72,44.16,7.70,36.78,7.05,2.95,-,-,-,2024041423
HORAMAVU 20 MLD,2024-04-14 22:45:00,7.7,31.50,1.07,3.4,41.03,8.18,11.42,5.68,4.28,-,-,-,2024041423
K AND C VALLEY 60 MLD,2024-04-14 22:53:00,6.83,30.10,0.93,3.7,23.72,1.63,6.49,8.22,7.72,-,-,-,2024041423
NAGASANDRA 20 MLD,2024-04-14 22:45:00,7.68,28.40,0.7,2.8,51.22,10.93,14.39,15.46,4.28,-,-,-,2024041423
RAJACANAL 40 MLD,2024-04-14 22:45:00,7.67,29.50,1.36,2.4,29.56,4.42,4.02,8.77,6.53,-,-,-,2024041423
YELLAMALAPACHETTY 15 MLD,2024-04-14 23:00:00,7.68,29.54,0.56,2.25,0.00,2.60,0.88,6.83,3.20,-,-,-,2024041423
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024041423
DODDABELE 20 MLD,2024-04-14 22:45:00,6.77,29.40,0.38,1.2,41.97,7.70,10.25,10.85,4.06,-,-,-,2024041423
NAGASANDRA OLD 20 MLD,2024-04-14 22:45:00,6.5,27.00,3.05,4.57,47.72,8.74,13.57,0.00,7.62,-,-,-,2024041423
4MLD Cubbon Park TTP,2024-04-14 22:45:00,6.63,31.70,0.75,4.72,17.32,1.22,0.93,5.02,3.75,-,-,-,2024041423
KADABEESANAHALLI 50 MLD,2024-04-13 09:45:00,7.98,26.10,0.76,2.58,-,-,2609.34,-,3.42,-,-,-,2024041423
STP Sarakki 5 MLD,2024-04-14 22:45:00,7.71,30.40,1.1,2.2,21.40,8.83,8.11,4.28,-,-,-,-,2024041423
Mailasandra STP 75 MLD,2024-04-14 22:45:00,7.37,27.20,0.0,0.0,47.63,10.86,17.22,4.29,0.79,-,-,-,2024041423
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024041423
KR Puram STP 20 MLD,2024-04-14 22:45:00,6.89,27.80,2.9,5.8,48.38,8.13,14.76,6.77,-0.56,-,-,-,2024041423
1.5 MLD Lalbagh TTP,2024-04-14 22:45:00,7.26,30.80,0.31,1.55,17.85,1.35,0.98,3.72,2.82,-,-,-,2024041423
35MLD Agaram STP,2024-04-14 22:45:00,7.27,28.20,0.59,2.42,29.81,5.09,3.24,6.54,-,-,-,-,2024041423
Chikka_Bagur_5_MLD_STP,2024-04-13 12:45:00,7.0,29.40,0.0,0.0,45.10,6.20,9.2,12.40,-,-,-,-,2024041423
Yelahanka 10MLD TTP,2024-04-14 23:00:00,7.31,26.40,4.41,12.21,35.30,4.30,4.5,7.06,3.33,0.21,-,-,2024041423
40MLD OLD Rajacanal STP,2024-04-14 23:00:00,7.65,27.40,9.12,22.8,28.40,9.20,14.1,7.10,3.83,4.56,-,-,2024041423
Hennur 1MLD TTP,2024-04-14 23:00:00,7.16,30.80,0.65,0.97,21.50,2.70,4.0,5.07,4.18,0.13,-,-,2024041423
4_MLD_Madiwala_STP,2024-04-14 23:06:30,7.47,28.70,1.06,3.1,35.07,6.56,3.96,8.77,-,-,-,-,2024041423
150MLD STP_K&C valley,2024-04-14 22:45:00,7.38,-,1.03,5.72,-,4.50,9.69,-,-,0.99,-,-,2024041423
20Mld KR Puram STP New,2024-04-12 17:45:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.92,2024041423
10 MLD STP HULIMAVU,2024-04-11 20:00:00,7.77,-,3.73,7.97,56.43,3.38,5.76,1.20,-,-,6.38,6.88,2024041423
2MLD Ulsoor STP,2024-04-14 23:00:00,6.84,29.90,0.62,3.1,12.81,1.79,2.05,2.56,1.83,-,-,-,2024041500
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024041500
KADUGODI 6 MLD STP,2024-04-14 23:45:00,7.73,28.80,0.5,8.8,45.53,7.74,45.75,7.11,2.95,-,-,-,2024041500
HORAMAVU 20 MLD,2024-04-14 23:45:00,7.74,31.30,1.08,3.3,40.92,8.16,11.37,5.59,4.32,-,-,-,2024041500
K AND C VALLEY 60 MLD,2024-04-14 23:54:30,6.83,30.00,0.92,3.8,23.69,1.64,6.43,8.18,7.64,-,-,-,2024041500
NAGASANDRA 20 MLD,2024-04-14 23:45:00,7.7,28.30,0.65,2.6,51.04,10.88,14.33,15.25,4.26,-,-,-,2024041500
RAJACANAL 40 MLD,2024-04-14 23:45:00,7.66,29.40,1.36,2.4,29.57,4.42,4.04,8.78,6.53,-,-,-,2024041500
YELLAMALAPACHETTY 15 MLD,2024-04-15 00:00:00,7.66,29.46,0.56,2.24,0.00,1.19,3.44,6.83,5.42,-,-,-,2024041500
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024041500
DODDABELE 20 MLD,2024-04-14 23:45:00,6.8,29.60,0.38,1.1,42.23,7.75,10.37,10.84,4.08,-,-,-,2024041500
NAGASANDRA OLD 20 MLD,2024-04-14 23:45:00,6.51,26.90,2.91,4.37,47.70,8.73,13.55,0.00,7.28,-,-,-,2024041500
4MLD Cubbon Park TTP,2024-04-14 23:45:00,6.63,31.70,0.74,4.72,17.32,1.22,0.93,5.02,3.70,-,-,-,2024041500
KADABEESANAHALLI 50 MLD,2024-04-13 09:45:00,7.98,26.10,0.76,2.58,-,-,2609.34,-,3.42,-,-,-,2024041500
STP Sarakki 5 MLD,2024-04-14 23:45:00,7.72,30.30,1.09,2.18,21.55,9.06,8.45,4.31,-,-,-,-,2024041500
Mailasandra STP 75 MLD,2024-04-14 23:45:00,7.38,27.10,0.0,0.0,47.63,10.86,17.23,4.35,0.79,-,-,-,2024041500
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024041500
KR Puram STP 20 MLD,2024-04-14 23:45:00,6.88,27.70,3.1,6.2,48.34,7.57,15.01,6.77,-0.66,-,-,-,2024041500
1.5 MLD Lalbagh TTP,2024-04-14 23:45:00,7.26,30.60,0.32,1.55,17.85,1.34,0.97,3.56,3.25,-,-,-,2024041500
35MLD Agaram STP,2024-04-14 23:45:00,7.26,28.30,0.59,2.42,29.77,5.08,3.24,6.53,-,-,-,-,2024041500
Chikka_Bagur_5_MLD_STP,2024-04-13 12:45:00,7.0,29.40,0.0,0.0,45.10,6.20,9.2,12.40,-,-,-,-,2024041500
Yelahanka 10MLD TTP,2024-04-15 00:00:00,7.31,26.40,4.63,12.92,34.80,4.50,4.7,6.97,3.36,0.21,-,-,2024041500
40MLD OLD Rajacanal STP,2024-04-15 00:00:00,7.65,27.30,9.19,22.97,28.30,9.10,13.9,7.07,3.83,4.59,-,-,2024041500
Hennur 1MLD TTP,2024-04-14 23:30:00,7.16,30.80,0.64,0.96,21.50,2.70,4.0,5.07,4.19,0.13,-,-,2024041500
4_MLD_Madiwala_STP,2024-04-15 00:05:00,7.47,28.60,1.06,3.1,35.06,6.64,3.93,8.77,-,-,-,-,2024041500
150MLD STP_K&C valley,2024-04-14 23:45:00,7.31,-,1.03,5.73,-,4.47,9.69,-,-,0.98,-,-,2024041500
20Mld KR Puram STP New,2024-04-12 17:45:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.92,2024041500
10 MLD STP HULIMAVU,2024-04-11 20:00:00,7.77,-,3.73,7.97,56.43,3.38,5.76,1.20,-,-,6.38,6.88,2024041500
2MLD Ulsoor STP,2024-04-14 23:00:00,6.84,29.90,0.62,3.1,12.81,1.79,2.05,2.56,1.83,-,-,-,2024041501
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024041501
KADUGODI 6 MLD STP,2024-04-15 00:45:00,7.86,28.80,0.5,8.98,45.51,7.74,46.35,7.11,2.95,-,-,-,2024041501
HORAMAVU 20 MLD,2024-04-15 00:45:00,7.74,31.40,1.08,3.3,40.60,8.20,10.94,5.59,4.32,-,-,-,2024041501
K AND C VALLEY 60 MLD,2024-04-15 00:53:00,7.5,26.40,0.18,2.2,23.54,1.64,6.21,8.26,1.49,-,-,-,2024041501
NAGASANDRA 20 MLD,2024-04-15 00:45:00,7.69,28.10,0.66,2.64,51.01,10.70,14.33,14.47,4.22,-,-,-,2024041501
RAJACANAL 40 MLD,2024-04-15 00:45:00,7.66,29.40,1.35,2.5,29.57,4.42,4.03,8.78,6.48,-,-,-,2024041501
YELLAMALAPACHETTY 15 MLD,2024-04-15 01:00:30,7.65,29.42,0.56,2.24,1.19,4.99,1.85,6.86,4.83,-,-,-,2024041501
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024041501
DODDABELE 20 MLD,2024-04-15 00:45:00,6.8,29.60,0.38,1.1,42.88,7.84,10.87,10.86,4.08,-,-,-,2024041501
NAGASANDRA OLD 20 MLD,2024-04-15 00:45:00,6.51,26.80,3.46,5.19,47.71,8.84,13.59,0.00,8.65,-,-,-,2024041501
4MLD Cubbon Park TTP,2024-04-15 00:45:00,6.63,31.60,0.75,4.72,17.32,1.22,0.93,5.02,3.75,-,-,-,2024041501
KADABEESANAHALLI 50 MLD,2024-04-13 09:45:00,7.98,26.10,0.76,2.58,-,-,2609.34,-,3.42,-,-,-,2024041501
STP Sarakki 5 MLD,2024-04-15 00:45:00,7.73,30.30,1.09,2.18,21.43,8.89,8.22,4.29,-,-,-,-,2024041501
Mailasandra STP 75 MLD,2024-04-15 00:45:00,7.36,26.90,0.0,0.0,47.63,10.87,17.24,4.36,0.79,-,-,-,2024041501
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024041501
KR Puram STP 20 MLD,2024-04-15 00:45:00,6.88,27.60,3.26,6.52,48.33,8.20,14.53,6.77,-0.67,-,-,-,2024041501
1.5 MLD Lalbagh TTP,2024-04-15 00:45:00,7.27,30.60,0.31,1.58,17.85,1.35,0.98,3.58,2.23,-,-,-,2024041501
35MLD Agaram STP,2024-04-15 00:45:00,7.27,28.30,0.59,2.42,29.81,5.09,3.24,6.54,-,-,-,-,2024041501
Chikka_Bagur_5_MLD_STP,2024-04-13 12:45:00,7.0,29.40,0.0,0.0,45.10,6.20,9.2,12.40,-,-,-,-,2024041501
Yelahanka 10MLD TTP,2024-04-15 01:00:00,7.32,26.40,4.71,13.05,35.70,4.50,4.5,6.95,3.40,0.21,-,-,2024041501
40MLD OLD Rajacanal STP,2024-04-15 01:00:00,7.64,27.20,9.22,23.05,28.30,9.00,13.6,7.07,3.82,4.61,-,-,2024041501
Hennur 1MLD TTP,2024-04-14 23:30:00,7.16,30.80,0.64,0.96,21.50,2.70,4.0,5.07,4.19,0.13,-,-,2024041501
4_MLD_Madiwala_STP,2024-04-15 01:06:30,7.47,28.60,1.06,3.1,35.07,6.69,3.94,8.77,-,-,-,-,2024041501
150MLD STP_K&C valley,2024-04-15 00:45:00,7.34,-,1.04,5.73,-,4.47,9.69,-,-,0.98,-,-,2024041501
20Mld KR Puram STP New,2024-04-12 17:45:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.92,2024041501
10 MLD STP HULIMAVU,2024-04-11 20:00:00,7.77,-,3.73,7.97,56.43,3.38,5.76,1.20,-,-,6.38,6.88,2024041501
2MLD Ulsoor STP,2024-04-14 23:00:00,6.84,29.90,0.62,3.1,12.81,1.79,2.05,2.56,1.83,-,-,-,2024041502
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024041502
KADUGODI 6 MLD STP,2024-04-15 01:45:00,7.76,28.80,0.5,8.67,46.51,7.78,52.62,7.17,2.95,-,-,-,2024041502
HORAMAVU 20 MLD,2024-04-15 01:45:00,7.76,31.30,1.07,3.3,40.53,8.20,10.88,5.67,4.28,-,-,-,2024041502
K AND C VALLEY 60 MLD,2024-04-15 01:54:30,7.74,25.80,0.14,2.4,23.76,1.63,6.45,8.14,1.16,-,-,-,2024041502
NAGASANDRA 20 MLD,2024-04-15 01:45:00,7.67,28.20,0.66,2.64,50.95,10.85,14.26,15.54,4.22,-,-,-,2024041502
RAJACANAL 40 MLD,2024-04-15 01:45:00,7.66,29.40,1.35,2.5,29.57,4.42,4.03,8.77,6.48,-,-,-,2024041502
YELLAMALAPACHETTY 15 MLD,2024-04-15 02:02:00,7.66,29.45,0.56,2.24,0.00,2.15,1.68,6.83,3.18,-,-,-,2024041502
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024041502
DODDABELE 20 MLD,2024-04-15 01:45:00,6.81,29.60,0.38,1.1,44.02,7.80,12.66,10.76,4.09,-,-,-,2024041502
NAGASANDRA OLD 20 MLD,2024-04-15 01:45:00,6.51,26.50,3.83,5.74,47.73,8.75,13.54,0.00,9.57,-,-,-,2024041502
4MLD Cubbon Park TTP,2024-04-15 01:45:00,6.62,31.70,0.75,4.72,17.33,1.22,0.93,5.03,3.75,-,-,-,2024041502
KADABEESANAHALLI 50 MLD,2024-04-13 09:45:00,7.98,26.10,0.76,2.58,-,-,2609.34,-,3.42,-,-,-,2024041502
STP Sarakki 5 MLD,2024-04-15 01:45:00,7.73,30.30,1.09,2.18,21.50,8.99,8.42,4.30,-,-,-,-,2024041502
Mailasandra STP 75 MLD,2024-04-15 01:45:00,7.34,27.00,0.0,0.0,47.63,10.87,17.25,4.56,0.79,-,-,-,2024041502
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024041502
KR Puram STP 20 MLD,2024-04-15 01:45:00,6.88,27.50,3.34,6.68,48.49,8.05,15.08,6.79,-0.67,-,-,-,2024041502
1.5 MLD Lalbagh TTP,2024-04-15 01:45:00,7.28,30.50,0.33,1.62,17.88,1.35,0.99,5.24,2.62,-,-,-,2024041502
35MLD Agaram STP,2024-04-15 01:45:00,7.29,28.40,0.59,2.42,29.89,5.10,3.24,6.56,-,-,-,-,2024041502
Chikka_Bagur_5_MLD_STP,2024-04-13 12:45:00,7.0,29.40,0.0,0.0,45.10,6.20,9.2,12.40,-,-,-,-,2024041502
Yelahanka 10MLD TTP,2024-04-15 02:00:00,7.32,26.40,4.49,12.92,35.60,4.50,4.6,7.12,3.53,0.21,-,-,2024041502
40MLD OLD Rajacanal STP,2024-04-15 02:00:00,7.64,27.20,9.24,23.1,28.20,8.90,13.4,7.05,3.82,4.62,-,-,2024041502
Hennur 1MLD TTP,2024-04-14 23:30:00,7.16,30.80,0.64,0.96,21.50,2.70,4.0,5.07,4.19,0.13,-,-,2024041502
4_MLD_Madiwala_STP,2024-04-15 02:06:30,7.46,28.60,1.05,3.0,35.06,6.63,3.95,8.77,-,-,-,-,2024041502
150MLD STP_K&C valley,2024-04-15 01:45:00,7.34,-,1.03,5.72,-,4.50,9.69,-,-,0.98,-,-,2024041502
20Mld KR Puram STP New,2024-04-12 17:45:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.92,2024041502
10 MLD STP HULIMAVU,2024-04-11 20:00:00,7.77,-,3.73,7.97,56.43,3.38,5.76,1.20,-,-,6.38,6.88,2024041502
2MLD Ulsoor STP,2024-04-15 02:00:00,6.84,29.60,0.61,3.05,4.48,0.63,0.72,0.90,0.64,-,-,-,2024041503
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024041503
KADUGODI 6 MLD STP,2024-04-15 02:45:00,7.77,29.00,0.5,8.63,48.49,7.67,70.06,7.04,2.95,-,-,-,2024041503
HORAMAVU 20 MLD,2024-04-15 02:45:00,7.73,31.40,1.07,3.3,40.60,8.20,10.93,5.59,4.28,-,-,-,2024041503
K AND C VALLEY 60 MLD,2024-04-15 02:51:30,6.81,29.80,0.96,3.9,23.63,1.65,6.41,8.23,7.97,-,-,-,2024041503
NAGASANDRA 20 MLD,2024-04-15 02:45:00,7.67,28.10,0.63,2.52,50.50,10.78,13.92,14.98,4.22,-,-,-,2024041503
RAJACANAL 40 MLD,2024-04-15 02:45:00,7.67,29.40,1.36,2.5,29.58,4.43,4.04,8.79,6.53,-,-,-,2024041503
YELLAMALAPACHETTY 15 MLD,2024-04-15 03:00:30,7.65,29.44,0.56,2.24,0.00,2.37,1.5,6.86,5.04,-,-,-,2024041503
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024041503
DODDABELE 20 MLD,2024-04-15 02:45:00,6.82,29.50,0.38,1.1,42.77,7.83,10.92,10.88,4.09,-,-,-,2024041503
NAGASANDRA OLD 20 MLD,2024-04-15 02:45:00,6.36,24.70,7.54,11.31,47.71,8.76,13.6,0.00,18.85,-,-,-,2024041503
4MLD Cubbon Park TTP,2024-04-15 02:45:00,6.62,31.70,0.76,4.72,17.32,1.22,0.93,5.02,3.80,-,-,-,2024041503
KADABEESANAHALLI 50 MLD,2024-04-13 09:45:00,7.98,26.10,0.76,2.58,-,-,2609.34,-,3.42,-,-,-,2024041503
STP Sarakki 5 MLD,2024-04-15 02:45:00,7.73,30.30,1.09,2.18,21.54,9.06,8.55,4.31,-,-,-,-,2024041503
Mailasandra STP 75 MLD,2024-04-15 02:45:00,7.35,27.30,0.0,0.0,47.63,10.87,17.26,4.60,0.79,-,-,-,2024041503
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024041503
KR Puram STP 20 MLD,2024-04-15 02:45:00,6.88,27.40,3.27,6.54,48.49,7.71,15.84,6.79,-0.67,-,-,-,2024041503
1.5 MLD Lalbagh TTP,2024-04-15 02:45:00,7.27,30.40,0.32,1.6,17.87,1.35,0.99,4.55,3.17,-,-,-,2024041503
35MLD Agaram STP,2024-04-15 02:45:00,7.28,28.30,0.6,2.46,29.85,5.10,3.3,6.55,-,-,-,-,2024041503
Chikka_Bagur_5_MLD_STP,2024-04-13 12:45:00,7.0,29.40,0.0,0.0,45.10,6.20,9.2,12.40,-,-,-,-,2024041503
Yelahanka 10MLD TTP,2024-04-15 03:00:00,7.32,26.30,4.12,12.04,35.30,4.20,4.3,7.06,3.63,0.21,-,-,2024041503
40MLD OLD Rajacanal STP,2024-04-15 03:00:00,7.64,27.10,9.24,23.1,28.10,8.80,13.3,7.03,3.82,4.62,-,-,2024041503
Hennur 1MLD TTP,2024-04-14 23:30:00,7.16,30.80,0.64,0.96,21.50,2.70,4.0,5.07,4.19,0.13,-,-,2024041503
4_MLD_Madiwala_STP,2024-04-15 03:06:30,7.47,28.40,1.06,3.1,35.06,6.70,3.94,8.77,-,-,-,-,2024041503
150MLD STP_K&C valley,2024-04-15 02:45:00,7.37,-,1.04,5.73,-,4.50,9.69,-,-,0.98,-,-,2024041503
20Mld KR Puram STP New,2024-04-12 17:45:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.92,2024041503
10 MLD STP HULIMAVU,2024-04-11 20:00:00,7.77,-,3.73,7.97,56.43,3.38,5.76,1.20,-,-,6.38,6.88,2024041503
2MLD Ulsoor STP,2024-04-15 02:00:00,6.84,29.60,0.61,3.05,4.48,0.63,0.72,0.90,0.64,-,-,-,2024041504
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024041504
KADUGODI 6 MLD STP,2024-04-15 03:45:00,7.87,28.90,0.5,8.71,45.53,7.78,46.41,7.11,2.95,-,-,-,2024041504
HORAMAVU 20 MLD,2024-04-15 03:45:00,7.76,31.40,1.07,3.3,40.63,8.21,10.92,5.67,4.28,-,-,-,2024041504
K AND C VALLEY 60 MLD,2024-04-15 03:51:30,6.89,29.50,0.99,3.9,23.73,1.65,6.57,8.24,8.22,-,-,-,2024041504
NAGASANDRA 20 MLD,2024-04-15 03:45:00,7.67,27.80,0.63,2.52,50.76,10.78,14.15,14.88,4.19,-,-,-,2024041504
RAJACANAL 40 MLD,2024-04-15 03:45:00,7.66,29.30,1.36,2.5,29.57,4.43,4.03,8.79,6.53,-,-,-,2024041504
YELLAMALAPACHETTY 15 MLD,2024-04-15 04:02:00,7.66,29.46,0.56,2.24,0.00,1.28,1.25,6.85,3.32,-,-,-,2024041504
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024041504
DODDABELE 20 MLD,2024-04-15 03:45:00,6.81,29.40,0.38,1.2,42.72,7.81,10.87,10.89,4.09,-,-,-,2024041504
NAGASANDRA OLD 20 MLD,2024-04-15 03:45:00,6.35,24.70,7.93,11.89,47.67,8.84,13.49,0.00,19.82,-,-,-,2024041504
4MLD Cubbon Park TTP,2024-04-15 03:45:00,6.63,31.70,0.75,4.73,17.33,1.23,0.93,5.03,3.75,-,-,-,2024041504
KADABEESANAHALLI 50 MLD,2024-04-13 09:45:00,7.98,26.10,0.76,2.58,-,-,2609.34,-,3.42,-,-,-,2024041504
STP Sarakki 5 MLD,2024-04-15 03:45:00,7.74,30.30,1.1,2.2,21.50,9.01,8.52,4.30,-,-,-,-,2024041504
Mailasandra STP 75 MLD,2024-04-15 03:45:00,7.39,27.40,0.0,0.0,47.65,10.89,17.28,4.68,0.79,-,-,-,2024041504
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024041504
KR Puram STP 20 MLD,2024-04-15 03:45:00,6.86,27.30,3.51,7.02,49.22,8.04,18.41,6.89,-0.67,-,-,-,2024041504
1.5 MLD Lalbagh TTP,2024-04-15 03:45:00,7.3,30.10,0.35,1.65,17.87,1.35,0.99,6.00,2.59,-,-,-,2024041504
35MLD Agaram STP,2024-04-15 03:45:00,7.27,28.30,0.59,2.42,29.81,5.09,3.24,6.54,-,-,-,-,2024041504
Chikka_Bagur_5_MLD_STP,2024-04-13 12:45:00,7.0,29.40,0.0,0.0,45.10,6.20,9.2,12.40,-,-,-,-,2024041504
Yelahanka 10MLD TTP,2024-04-15 04:00:00,7.32,26.30,3.69,10.88,35.50,4.30,4.4,7.12,3.71,0.21,-,-,2024041504
40MLD OLD Rajacanal STP,2024-04-15 04:00:00,7.63,27.00,9.22,23.05,28.10,8.90,13.3,7.03,3.82,4.61,-,-,2024041504
Hennur 1MLD TTP,2024-04-14 23:30:00,7.16,30.80,0.64,0.96,21.50,2.70,4.0,5.07,4.19,0.13,-,-,2024041504
4_MLD_Madiwala_STP,2024-04-15 04:06:30,7.46,28.40,1.06,3.1,35.10,6.71,3.98,8.77,-,-,-,-,2024041504
150MLD STP_K&C valley,2024-04-15 03:45:00,7.35,-,1.03,5.72,-,4.50,9.69,-,-,0.99,-,-,2024041504
20Mld KR Puram STP New,2024-04-12 17:45:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.92,2024041504
10 MLD STP HULIMAVU,2024-04-11 20:00:00,7.77,-,3.73,7.97,56.43,3.38,5.76,1.20,-,-,6.38,6.88,2024041504
