stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
Mailasandra STP 75 MLD,2024-01-05 02:45:00,7.34,23.40,5.98,9.57,45.55,8.4,18.9,14.65,-0.85,-,-,-,2024010503
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010503
KR Puram STP 20 MLD,2024-01-05 02:45:00,7.14,23.70,1.74,3.48,98.66,4.82,222.59,13.81,1.22,-,-,-,2024010503
1.5 MLD Lalbagh TTP,2024-01-05 03:00:00,7.27,25.00,0.44,2.2,18.27,1.51,1.26,-0.14,-0.15,-,-,-,2024010503
35MLD Agaram STP,2024-01-05 03:00:00,7.25,24.10,0.71,2.91,29.73,5.07,3.9,6.53,-,-,-,-,2024010503
Chikka_Bagur_5_MLD_STP,2024-01-05 03:00:00,7.58,24.30,5.96,11.9,45.00,6.7,10.0,13.40,-,-,-,-,2024010503
Yelahanka 10MLD TTP,2024-01-05 03:00:00,7.41,23.20,5.44,15.29,44.90,9.2,7.2,9.00,3.11,0.21,-,-,2024010503
40MLD OLD Rajacanal STP,2024-01-05 03:00:00,7.68,22.60,1.29,2.32,26.00,7.4,8.9,6.50,3.84,0.64,-,-,2024010503
Hennur 1MLD TTP,2024-01-03 16:15:00,7.54,25.70,6.87,10.31,25.10,3.3,5.4,5.26,4.26,1.37,-,-,2024010503
4_MLD_Madiwala_STP,2024-01-05 03:00:00,7.69,23.50,4.12,11.9,34.66,2.85,3.88,8.66,-,-,-,-,2024010503
150MLD STP_K&C valley,2024-01-05 02:45:00,7.01,-,3.58,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010503
20Mld KR Puram STP New,2024-01-05 02:45:00,7.53,-,3.61,4.12,41.43,6.34,6.56,9.50,-,-,0.18,1.45,2024010503
10 MLD STP HULIMAVU,2024-01-05 02:45:00,7.54,-,3.52,4.35,29.45,1.77,4.71,1.20,-,-,0.00,0.00,2024010503
2MLD Ulsoor STP,2024-01-05 03:30:00,7.38,25.00,0.3,1.5,24.29,3.4,3.89,4.86,3.47,-,-,-,2024010504
CHIKKABANAVARA 5 MLD,2024-01-05 03:30:00,7.44,22.70,0.37,3.4,28.94,4.42,4.71,11.25,2.96,-,-,-,2024010504
KADUGODI 6 MLD STP,2024-01-05 03:45:00,7.78,24.80,0.5,3.67,36.89,6.82,10.37,6.64,2.95,-,-,-,2024010504
HORAMAVU 20 MLD,2024-01-05 03:45:00,7.62,27.10,0.98,5.1,59.08,7.35,29.2,0.70,3.92,-,-,-,2024010504
K AND C VALLEY 60 MLD,2024-01-04 09:30:00,7.02,25.60,0.47,4.1,50.26,14.81,15.75,12.03,3.90,-,-,-,2024010504
NAGASANDRA 20 MLD,2024-01-05 03:45:00,7.75,23.10,0.79,3.16,242.13,26.77,52.99,9.83,3.47,-,-,-,2024010504
RAJACANAL 40 MLD,2024-01-05 03:45:00,7.67,25.20,0.83,3.3,28.41,3.49,4.14,8.07,3.98,-,-,-,2024010504
YELLAMALAPACHETTY 15 MLD,2024-01-05 03:59:00,6.84,25.33,0.51,2.03,23.32,5.67,3.57,4.31,0.69,-,-,-,2024010504
BELLANDUR 90 MLD,2024-01-05 03:45:00,7.68,24.80,0.54,1.5,27.18,4.9,7.72,5.44,3.02,-,-,-,2024010504
DODDABELE 20 MLD,2024-01-05 03:45:00,7.03,24.70,0.84,3.8,39.64,5.7,11.54,9.92,4.22,-,-,-,2024010504
NAGASANDRA OLD 20 MLD,2024-01-05 03:45:00,6.99,22.60,2.39,3.59,72.29,10.68,36.66,6.31,7.25,-,-,-,2024010504
4MLD Cubbon Park TTP,2024-01-05 03:45:00,6.95,27.20,0.7,4.69,17.31,1.19,0.94,5.02,3.50,-,-,-,2024010504
KADABEESANAHALLI 50 MLD,2024-01-05 04:00:00,6.87,21.90,0.88,3.96,45.44,8.8,9.37,8.82,3.52,-,-,-,2024010504
STP Sarakki 5 MLD,2024-01-05 03:45:00,7.89,26.00,0.57,1.14,18.77,4.91,5.83,3.75,-,-,-,-,2024010504
Mailasandra STP 75 MLD,2024-01-05 03:45:00,7.34,23.40,6.01,9.62,45.52,8.37,18.92,14.96,-0.85,-,-,-,2024010504
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010504
KR Puram STP 20 MLD,2024-01-05 04:00:00,7.14,23.70,1.73,3.46,101.58,1.83,234.61,14.22,1.22,-,-,-,2024010504
1.5 MLD Lalbagh TTP,2024-01-05 04:00:00,7.28,25.10,0.45,2.25,18.26,1.51,1.26,-1.93,-0.74,-,-,-,2024010504
35MLD Agaram STP,2024-01-05 04:00:00,7.25,24.00,0.71,2.91,29.73,5.07,3.9,6.53,-,-,-,-,2024010504
Chikka_Bagur_5_MLD_STP,2024-01-05 04:00:00,7.66,24.70,5.78,11.6,44.00,6.6,8.9,13.20,-,-,-,-,2024010504
Yelahanka 10MLD TTP,2024-01-05 04:00:00,7.41,23.20,5.41,15.18,45.10,9.0,6.9,9.01,3.11,0.21,-,-,2024010504
40MLD OLD Rajacanal STP,2024-01-05 03:45:00,7.68,22.60,1.29,2.32,26.00,7.4,8.9,6.50,3.84,0.64,-,-,2024010504
Hennur 1MLD TTP,2024-01-03 16:15:00,7.54,25.70,6.87,10.31,25.10,3.3,5.4,5.26,4.26,1.37,-,-,2024010504
4_MLD_Madiwala_STP,2024-01-05 04:00:00,7.69,23.40,4.14,12.0,34.67,2.87,3.89,8.67,-,-,-,-,2024010504
150MLD STP_K&C valley,2024-01-05 03:45:00,7.04,-,3.59,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010504
20Mld KR Puram STP New,2024-01-05 03:45:00,7.53,-,3.61,4.12,41.43,6.34,6.56,9.50,-,-,0.18,1.57,2024010504
10 MLD STP HULIMAVU,2024-01-05 03:45:00,7.54,-,3.52,4.35,29.45,1.77,4.71,1.20,-,-,0.00,0.00,2024010504
2MLD Ulsoor STP,2024-01-05 04:30:00,7.37,24.90,0.3,1.5,23.80,3.33,3.81,4.76,3.40,-,-,-,2024010505
CHIKKABANAVARA 5 MLD,2024-01-05 04:30:00,7.42,22.60,0.37,3.3,28.95,4.41,4.72,11.02,2.96,-,-,-,2024010505
KADUGODI 6 MLD STP,2024-01-05 04:45:00,7.85,25.10,0.5,3.7,37.05,6.82,10.86,6.61,2.95,-,-,-,2024010505
HORAMAVU 20 MLD,2024-01-05 04:45:00,7.58,27.00,0.97,5.2,58.48,7.45,28.42,1.76,3.88,-,-,-,2024010505
K AND C VALLEY 60 MLD,2024-01-04 09:30:00,7.02,25.60,0.47,4.1,50.26,14.81,15.75,12.03,3.90,-,-,-,2024010505
NAGASANDRA 20 MLD,2024-01-05 04:45:00,7.75,23.00,0.78,3.12,241.30,27.12,52.84,10.10,3.45,-,-,-,2024010505
RAJACANAL 40 MLD,2024-01-05 04:45:00,7.68,25.20,0.84,3.3,28.42,3.49,4.14,8.08,4.03,-,-,-,2024010505
YELLAMALAPACHETTY 15 MLD,2024-01-05 04:02:00,6.9,25.54,0.51,2.04,22.25,5.66,3.55,4.28,3.46,-,-,-,2024010505
BELLANDUR 90 MLD,2024-01-05 04:45:00,7.68,24.80,0.54,1.5,27.19,4.86,7.8,5.44,3.02,-,-,-,2024010505
DODDABELE 20 MLD,2024-01-05 04:45:00,7.06,24.60,0.84,3.8,40.23,5.8,12.0,9.99,4.24,-,-,-,2024010505
NAGASANDRA OLD 20 MLD,2024-01-05 04:45:00,7.0,22.50,2.5,3.75,75.37,11.12,37.44,6.93,7.29,-,-,-,2024010505
4MLD Cubbon Park TTP,2024-01-05 04:45:00,6.95,27.10,0.69,4.69,17.31,1.19,0.95,5.02,3.45,-,-,-,2024010505
KADABEESANAHALLI 50 MLD,2024-01-05 05:00:00,6.87,21.90,0.88,3.96,45.47,8.8,9.37,8.72,3.52,-,-,-,2024010505
STP Sarakki 5 MLD,2024-01-05 04:45:00,7.89,26.00,0.57,1.14,18.77,4.92,5.85,3.75,-,-,-,-,2024010505
Mailasandra STP 75 MLD,2024-01-05 04:45:00,7.34,23.30,6.02,9.63,45.55,8.4,18.92,14.72,-0.85,-,-,-,2024010505
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010505
KR Puram STP 20 MLD,2024-01-05 05:00:00,7.14,23.60,1.74,3.48,90.49,11.36,184.24,12.67,1.23,-,-,-,2024010505
1.5 MLD Lalbagh TTP,2024-01-05 05:00:00,7.28,25.00,0.44,2.25,18.26,1.51,1.26,-1.85,-1.23,-,-,-,2024010505
35MLD Agaram STP,2024-01-05 05:00:00,7.27,24.00,0.7,2.87,29.81,5.09,3.85,6.54,-,-,-,-,2024010505
Chikka_Bagur_5_MLD_STP,2024-01-05 05:00:00,7.77,24.40,5.77,11.5,44.10,6.6,9.1,13.20,-,-,-,-,2024010505
Yelahanka 10MLD TTP,2024-01-05 05:00:00,7.41,23.20,5.38,15.13,44.90,9.0,6.9,8.98,3.11,0.21,-,-,2024010505
40MLD OLD Rajacanal STP,2024-01-05 05:00:00,7.67,22.50,1.27,2.29,26.00,7.5,9.0,6.50,3.84,0.63,-,-,2024010505
Hennur 1MLD TTP,2024-01-03 16:15:00,7.54,25.70,6.87,10.31,25.10,3.3,5.4,5.26,4.26,1.37,-,-,2024010505
4_MLD_Madiwala_STP,2024-01-05 05:00:00,7.69,23.40,4.17,12.1,34.67,2.84,3.89,8.67,-,-,-,-,2024010505
150MLD STP_K&C valley,2024-01-05 04:45:00,7.07,-,3.58,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010505
20Mld KR Puram STP New,2024-01-05 04:45:00,7.53,-,3.61,4.12,41.43,6.34,6.56,9.50,-,-,0.18,1.57,2024010505
10 MLD STP HULIMAVU,2024-01-05 04:45:00,7.54,-,3.52,4.35,29.45,1.77,4.71,1.20,-,-,0.46,0.00,2024010505
2MLD Ulsoor STP,2024-01-05 05:30:00,7.36,24.80,0.3,1.5,23.17,3.24,3.71,4.63,3.31,-,-,-,2024010506
CHIKKABANAVARA 5 MLD,2024-01-05 05:30:00,7.41,22.60,0.37,3.3,28.85,4.45,4.67,11.14,2.96,-,-,-,2024010506
KADUGODI 6 MLD STP,2024-01-05 05:45:00,7.86,24.80,0.5,3.68,37.12,6.82,11.03,6.60,2.95,-,-,-,2024010506
HORAMAVU 20 MLD,2024-01-05 05:45:00,7.64,27.10,0.97,5.2,58.50,7.51,27.91,2.12,3.88,-,-,-,2024010506
K AND C VALLEY 60 MLD,2024-01-04 09:30:00,7.02,25.60,0.47,4.1,50.26,14.81,15.75,12.03,3.90,-,-,-,2024010506
NAGASANDRA 20 MLD,2024-01-05 05:45:00,7.74,23.10,0.81,3.24,240.10,27.65,52.63,10.29,3.46,-,-,-,2024010506
RAJACANAL 40 MLD,2024-01-05 05:45:00,7.67,25.20,0.84,3.3,28.41,3.48,4.15,8.04,4.03,-,-,-,2024010506
YELLAMALAPACHETTY 15 MLD,2024-01-05 05:18:00,6.88,25.47,0.51,2.04,23.37,5.66,3.56,4.27,3.31,-,-,-,2024010506
BELLANDUR 90 MLD,2024-01-05 05:45:00,7.68,24.80,0.54,1.6,27.19,4.87,7.8,5.44,3.02,-,-,-,2024010506
DODDABELE 20 MLD,2024-01-05 05:45:00,7.06,24.60,0.84,3.8,40.36,5.85,12.02,9.94,-,-,-,-,2024010506
NAGASANDRA OLD 20 MLD,2024-01-05 05:45:00,7.2,20.40,3.3,4.95,78.62,11.02,40.36,6.31,7.35,-,-,-,2024010506
4MLD Cubbon Park TTP,2024-01-05 05:45:00,6.96,27.10,0.69,4.69,17.31,1.19,0.94,5.02,3.45,-,-,-,2024010506
KADABEESANAHALLI 50 MLD,2024-01-05 06:00:00,6.86,21.90,0.88,3.96,45.35,8.8,9.33,8.76,3.52,-,-,-,2024010506
STP Sarakki 5 MLD,2024-01-05 05:45:00,7.63,25.90,0.59,1.18,18.77,4.91,5.83,3.75,-,-,-,-,2024010506
Mailasandra STP 75 MLD,2024-01-05 05:45:00,7.35,23.30,6.04,9.66,45.53,8.39,18.94,14.90,-0.85,-,-,-,2024010506
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010506
KR Puram STP 20 MLD,2024-01-05 05:45:00,7.13,23.60,1.76,3.52,90.88,11.6,185.17,12.72,1.22,-,-,-,2024010506
1.5 MLD Lalbagh TTP,2024-01-05 06:00:00,7.27,24.80,0.45,2.25,18.26,1.51,1.25,-0.83,-0.95,-,-,-,2024010506
35MLD Agaram STP,2024-01-05 06:00:00,7.28,24.00,0.71,2.91,29.85,5.1,3.9,6.55,-,-,-,-,2024010506
Chikka_Bagur_5_MLD_STP,2024-01-05 06:00:00,7.71,24.30,5.82,11.6,44.20,6.6,9.1,13.20,-,-,-,-,2024010506
Yelahanka 10MLD TTP,2024-01-05 06:00:00,7.41,23.20,5.31,14.95,45.10,9.0,6.9,9.01,3.11,0.21,-,-,2024010506
40MLD OLD Rajacanal STP,2024-01-05 06:00:00,7.66,22.50,1.26,2.27,25.90,7.5,9.1,6.47,3.83,0.63,-,-,2024010506
Hennur 1MLD TTP,2024-01-03 16:15:00,7.54,25.70,6.87,10.31,25.10,3.3,5.4,5.26,4.26,1.37,-,-,2024010506
4_MLD_Madiwala_STP,2024-01-05 06:00:00,7.69,23.30,4.2,12.2,34.67,2.86,3.89,8.67,-,-,-,-,2024010506
150MLD STP_K&C valley,2024-01-05 05:45:00,7.04,-,3.59,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010506
20Mld KR Puram STP New,2024-01-05 05:45:00,7.53,-,3.61,4.12,41.43,6.34,6.56,9.50,-,-,0.18,1.57,2024010506
10 MLD STP HULIMAVU,2024-01-05 05:45:00,7.54,-,3.52,4.35,29.45,1.77,4.71,1.20,-,-,1.26,0.00,2024010506
2MLD Ulsoor STP,2024-01-05 06:30:00,7.36,24.80,0.29,1.45,22.12,3.1,3.54,4.42,3.16,-,-,-,2024010507
CHIKKABANAVARA 5 MLD,2024-01-05 06:30:00,7.43,22.60,0.37,3.3,28.83,4.44,4.67,10.89,2.96,-,-,-,2024010507
KADUGODI 6 MLD STP,2024-01-05 06:45:00,7.8,24.80,0.5,3.7,36.88,6.83,10.32,6.64,2.95,-,-,-,2024010507
HORAMAVU 20 MLD,2024-01-05 06:45:00,7.64,27.00,0.96,5.2,58.76,7.45,27.82,1.12,3.84,-,-,-,2024010507
K AND C VALLEY 60 MLD,2024-01-04 09:30:00,7.02,25.60,0.47,4.1,50.26,14.81,15.75,12.03,3.90,-,-,-,2024010507
NAGASANDRA 20 MLD,2024-01-05 06:45:00,7.74,23.20,0.82,3.28,238.59,27.57,52.4,12.68,3.48,-,-,-,2024010507
RAJACANAL 40 MLD,2024-01-05 06:45:00,7.68,25.20,0.84,3.3,28.42,3.49,4.15,8.06,4.03,-,-,-,2024010507
YELLAMALAPACHETTY 15 MLD,2024-01-05 05:18:00,6.88,25.47,0.51,2.04,23.37,5.66,3.56,4.27,3.31,-,-,-,2024010507
BELLANDUR 90 MLD,2024-01-05 06:45:00,7.68,24.80,0.54,1.6,27.20,4.88,7.83,5.44,3.02,-,-,-,2024010507
DODDABELE 20 MLD,2024-01-05 06:45:00,7.08,24.60,0.84,3.8,39.83,5.87,11.08,10.00,4.25,-,-,-,2024010507
NAGASANDRA OLD 20 MLD,2024-01-05 06:45:00,7.19,20.40,2.16,3.24,83.74,11.05,45.42,6.42,7.34,-,-,-,2024010507
4MLD Cubbon Park TTP,2024-01-05 06:45:00,6.98,27.10,0.68,4.68,17.30,1.18,0.94,5.02,3.40,-,-,-,2024010507
KADABEESANAHALLI 50 MLD,2024-01-05 07:00:00,6.86,21.90,0.88,3.96,45.32,8.81,9.3,8.79,3.52,-,-,-,2024010507
STP Sarakki 5 MLD,2024-01-05 06:45:00,7.9,26.00,0.57,1.14,18.77,4.91,5.82,3.75,-,-,-,-,2024010507
Mailasandra STP 75 MLD,2024-01-05 06:45:00,7.4,23.10,6.09,9.74,45.56,8.41,18.92,14.66,0.61,-,-,-,2024010507
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010507
KR Puram STP 20 MLD,2024-01-05 06:45:00,7.14,23.50,1.77,3.54,94.84,6.29,203.47,13.28,1.22,-,-,-,2024010507
1.5 MLD Lalbagh TTP,2024-01-05 07:00:00,7.27,24.90,0.45,2.25,18.26,1.51,1.26,-1.08,-0.95,-,-,-,2024010507
35MLD Agaram STP,2024-01-05 07:00:00,7.29,24.20,0.72,2.95,29.89,5.1,3.96,6.56,-,-,-,-,2024010507
Chikka_Bagur_5_MLD_STP,2024-01-05 07:00:00,7.64,24.60,6.17,12.3,44.90,6.8,10.0,13.60,-,-,-,-,2024010507
Yelahanka 10MLD TTP,2024-01-05 07:00:00,7.42,23.20,5.34,14.88,44.90,9.0,6.9,8.98,3.10,0.21,-,-,2024010507
40MLD OLD Rajacanal STP,2024-01-05 07:00:00,7.54,22.50,1.2,2.16,25.90,7.7,9.7,6.47,3.77,0.60,-,-,2024010507
Hennur 1MLD TTP,2024-01-03 16:15:00,7.54,25.70,6.87,10.31,25.10,3.3,5.4,5.26,4.26,1.37,-,-,2024010507
4_MLD_Madiwala_STP,2024-01-05 07:00:00,7.69,23.30,4.2,12.2,34.67,2.95,3.89,8.67,-,-,-,-,2024010507
150MLD STP_K&C valley,2024-01-05 06:45:00,7.07,-,3.58,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010507
20Mld KR Puram STP New,2024-01-05 06:45:00,7.53,-,3.61,4.12,41.43,6.34,6.56,9.50,-,-,0.46,1.73,2024010507
10 MLD STP HULIMAVU,2024-01-05 06:45:00,7.54,-,3.52,4.35,29.45,1.77,4.71,1.20,-,-,1.86,2.36,2024010507
2MLD Ulsoor STP,2024-01-05 07:30:00,7.35,24.70,0.29,1.45,20.65,2.89,3.3,4.13,2.95,-,-,-,2024010508
CHIKKABANAVARA 5 MLD,2024-01-05 07:30:00,7.43,22.50,0.37,3.3,28.96,4.44,4.71,11.24,2.96,-,-,-,2024010508
KADUGODI 6 MLD STP,2024-01-05 07:45:00,7.85,25.00,0.5,3.72,37.03,6.83,10.77,6.63,2.95,-,-,-,2024010508
HORAMAVU 20 MLD,2024-01-05 07:45:00,7.59,26.90,0.96,5.2,59.11,7.67,28.84,2.28,3.84,-,-,-,2024010508
K AND C VALLEY 60 MLD,2024-01-04 09:30:00,7.02,25.60,0.47,4.1,50.26,14.81,15.75,12.03,3.90,-,-,-,2024010508
NAGASANDRA 20 MLD,2024-01-05 07:45:00,7.74,23.20,0.82,3.28,237.87,26.55,52.26,9.41,3.48,-,-,-,2024010508
RAJACANAL 40 MLD,2024-01-05 07:45:00,7.66,25.10,0.84,3.3,28.36,3.48,4.1,8.01,4.03,-,-,-,2024010508
YELLAMALAPACHETTY 15 MLD,2024-01-05 07:58:30,6.9,25.54,0.51,2.04,24.69,5.69,3.57,4.28,3.18,-,-,-,2024010508
BELLANDUR 90 MLD,2024-01-05 07:45:00,7.68,24.80,0.54,1.6,27.20,4.89,7.86,5.44,3.02,-,-,-,2024010508
DODDABELE 20 MLD,2024-01-05 07:45:00,7.08,24.60,0.84,3.8,40.39,5.87,11.9,10.02,4.25,-,-,-,2024010508
NAGASANDRA OLD 20 MLD,2024-01-05 07:45:00,7.11,22.20,2.05,3.07,92.70,9.71,55.55,5.89,7.34,-,-,-,2024010508
4MLD Cubbon Park TTP,2024-01-05 07:45:00,6.95,27.10,0.7,4.69,17.31,1.19,0.95,5.02,3.50,-,-,-,2024010508
KADABEESANAHALLI 50 MLD,2024-01-05 08:00:00,6.86,21.80,0.88,3.96,45.25,8.8,9.29,8.76,3.52,-,-,-,2024010508
STP Sarakki 5 MLD,2024-01-05 07:45:00,7.96,26.00,0.6,1.2,18.76,4.9,5.82,3.75,-,-,-,-,2024010508
Mailasandra STP 75 MLD,2024-01-05 07:45:00,7.42,23.30,6.1,9.76,45.37,8.17,18.91,14.30,1.44,-,-,-,2024010508
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010508
KR Puram STP 20 MLD,2024-01-05 07:45:00,7.16,23.50,1.74,3.48,102.31,3.24,235.3,14.32,1.23,-,-,-,2024010508
1.5 MLD Lalbagh TTP,2024-01-05 08:00:00,7.27,24.90,0.44,2.25,18.26,1.51,1.26,-1.72,-1.14,-,-,-,2024010508
35MLD Agaram STP,2024-01-05 08:00:00,7.28,24.20,0.72,2.95,29.85,5.1,3.96,6.55,-,-,-,-,2024010508
Chikka_Bagur_5_MLD_STP,2024-01-05 08:00:00,7.79,24.40,6.22,12.4,44.00,6.6,8.7,13.20,-,-,-,-,2024010508
Yelahanka 10MLD TTP,2024-01-05 08:00:00,7.42,23.20,5.37,15.01,45.00,9.1,6.9,9.02,3.10,0.21,-,-,2024010508
40MLD OLD Rajacanal STP,2024-01-05 08:00:00,7.5,22.50,1.17,2.11,25.90,7.5,9.1,6.47,3.75,0.58,-,-,2024010508
Hennur 1MLD TTP,2024-01-03 16:15:00,7.54,25.70,6.87,10.31,25.10,3.3,5.4,5.26,4.26,1.37,-,-,2024010508
4_MLD_Madiwala_STP,2024-01-05 08:00:00,7.69,23.20,4.24,12.3,34.67,2.77,3.89,8.67,-,-,-,-,2024010508
150MLD STP_K&C valley,2024-01-05 07:45:00,7.14,-,3.59,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010508
20Mld KR Puram STP New,2024-01-05 07:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,3.46,3.78,2024010508
10 MLD STP HULIMAVU,2024-01-05 07:45:00,7.54,-,3.52,4.35,29.45,1.77,4.71,1.20,-,-,1.86,2.59,2024010508
2MLD Ulsoor STP,2024-01-05 08:30:00,7.34,24.70,0.29,1.45,21.91,3.07,3.51,4.38,3.13,-,-,-,2024010509
CHIKKABANAVARA 5 MLD,2024-01-05 08:30:00,7.44,22.60,0.37,3.4,28.97,4.4,4.72,10.95,2.96,-,-,-,2024010509
KADUGODI 6 MLD STP,2024-01-05 08:45:00,7.85,24.70,0.5,3.73,37.10,6.83,10.92,6.63,2.95,-,-,-,2024010509
HORAMAVU 20 MLD,2024-01-05 08:45:00,7.61,27.00,0.97,5.2,58.77,7.63,27.64,2.63,3.88,-,-,-,2024010509
K AND C VALLEY 60 MLD,2024-01-04 09:30:00,7.02,25.60,0.47,4.1,50.26,14.81,15.75,12.03,3.90,-,-,-,2024010509
NAGASANDRA 20 MLD,2024-01-05 08:45:00,7.74,23.10,0.81,3.24,238.66,25.72,51.76,8.93,3.47,-,-,-,2024010509
RAJACANAL 40 MLD,2024-01-05 08:45:00,7.68,25.20,0.84,3.3,28.41,3.49,4.14,8.05,4.03,-,-,-,2024010509
YELLAMALAPACHETTY 15 MLD,2024-01-05 08:58:30,6.83,25.29,0.51,2.02,25.96,5.72,3.58,4.31,1.94,-,-,-,2024010509
BELLANDUR 90 MLD,2024-01-05 08:45:00,7.68,24.80,0.54,1.6,27.20,4.89,7.85,5.44,3.02,-,-,-,2024010509
DODDABELE 20 MLD,2024-01-05 08:45:00,7.0,25.00,0.85,3.7,40.14,5.73,12.35,9.89,4.20,-,-,-,2024010509
NAGASANDRA OLD 20 MLD,2024-01-05 08:45:00,7.0,22.50,1.92,2.88,99.85,11.16,58.24,5.76,6.02,-,-,-,2024010509
4MLD Cubbon Park TTP,2024-01-05 08:45:00,6.94,27.10,0.69,4.69,17.32,1.19,0.95,5.02,3.45,-,-,-,2024010509
KADABEESANAHALLI 50 MLD,2024-01-05 09:00:00,6.86,21.90,0.88,3.96,45.14,8.8,9.23,8.69,3.52,-,-,-,2024010509
STP Sarakki 5 MLD,2024-01-05 08:45:00,7.97,25.90,0.58,1.16,18.77,4.91,5.85,3.75,-,-,-,-,2024010509
Mailasandra STP 75 MLD,2024-01-05 08:45:00,7.47,23.30,6.13,9.81,45.38,8.19,18.92,14.75,1.94,-,-,-,2024010509
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010509
KR Puram STP 20 MLD,2024-01-05 08:45:00,7.17,23.60,1.69,3.38,99.70,0.88,232.11,13.96,1.23,-,-,-,2024010509
1.5 MLD Lalbagh TTP,2024-01-05 09:00:00,7.27,25.30,0.43,2.17,18.26,1.51,1.26,-0.11,-1.22,-,-,-,2024010509
35MLD Agaram STP,2024-01-05 09:00:00,7.3,24.30,0.73,2.99,29.93,5.11,4.02,6.57,-,-,-,-,2024010509
Chikka_Bagur_5_MLD_STP,2024-01-05 09:00:00,7.74,24.40,5.69,11.4,44.00,6.7,8.6,13.40,-,-,-,-,2024010509
Yelahanka 10MLD TTP,2024-01-05 09:00:00,7.42,23.10,5.05,14.41,45.10,9.1,7.0,9.02,3.11,0.21,-,-,2024010509
40MLD OLD Rajacanal STP,2024-01-05 09:00:00,7.52,22.50,1.15,2.07,26.00,7.6,9.1,6.50,3.76,0.57,-,-,2024010509
Hennur 1MLD TTP,2024-01-03 16:15:00,7.54,25.70,6.87,10.31,25.10,3.3,5.4,5.26,4.26,1.37,-,-,2024010509
4_MLD_Madiwala_STP,2024-01-05 09:00:00,7.69,23.30,4.27,12.4,34.67,2.88,3.89,8.67,-,-,-,-,2024010509
150MLD STP_K&C valley,2024-01-05 08:45:00,7.01,-,3.59,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010509
20Mld KR Puram STP New,2024-01-05 08:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,3.46,5.59,2024010509
10 MLD STP HULIMAVU,2024-01-05 08:45:00,7.54,-,3.52,4.35,29.45,1.77,4.71,1.20,-,-,2.45,3.11,2024010509
2MLD Ulsoor STP,2024-01-05 09:30:00,7.28,25.40,0.29,1.45,26.53,3.71,4.24,5.31,3.79,-,-,-,2024010510
CHIKKABANAVARA 5 MLD,2024-01-05 09:30:00,7.44,22.60,0.37,3.2,28.96,4.42,4.71,11.03,2.96,-,-,-,2024010510
KADUGODI 6 MLD STP,2024-01-05 09:30:00,7.85,24.80,0.5,3.74,36.84,6.83,10.21,6.64,2.95,-,-,-,2024010510
HORAMAVU 20 MLD,2024-01-05 09:45:00,7.62,27.20,0.97,5.2,58.92,7.59,28.4,2.24,3.88,-,-,-,2024010510
K AND C VALLEY 60 MLD,2024-01-04 09:30:00,7.02,25.60,0.47,4.1,50.26,14.81,15.75,12.03,3.90,-,-,-,2024010510
NAGASANDRA 20 MLD,2024-01-05 09:45:00,7.69,23.30,0.81,3.24,236.26,26.22,51.31,10.59,3.48,-,-,-,2024010510
RAJACANAL 40 MLD,2024-01-05 09:45:00,7.67,25.30,0.85,3.3,28.40,3.49,4.14,8.02,4.08,-,-,-,2024010510
YELLAMALAPACHETTY 15 MLD,2024-01-05 09:58:30,6.98,25.85,0.52,2.07,25.10,5.71,3.57,4.30,3.16,-,-,-,2024010510
BELLANDUR 90 MLD,2024-01-05 09:45:00,7.68,25.00,0.54,1.6,27.20,4.89,7.8,5.44,3.02,-,-,-,2024010510
DODDABELE 20 MLD,2024-01-05 09:45:00,7.07,24.60,0.86,3.8,38.81,5.74,10.07,10.23,4.24,-,-,-,2024010510
