stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,-,-,2024010106
4_MLD_Madiwala_STP,2024-01-01 06:00:00,7.7,22.30,1.67,4.8,34.40,2.19,3.73,8.60,-,-,-,-,2024010106
150MLD STP_K&C valley,2024-01-01 05:45:00,6.98,-,3.59,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010106
20Mld KR Puram STP New,2024-01-01 05:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,0.83,2.52,2024010106
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,5.68,6.16,2024010106
2MLD Ulsoor STP,2024-01-01 06:30:00,7.32,24.30,0.31,1.55,17.50,2.45,2.8,3.50,2.50,-,-,-,2024010107
CHIKKABANAVARA 5 MLD,2024-01-01 06:30:00,7.44,22.30,0.36,3.3,28.65,4.39,4.64,10.98,2.88,-,-,-,2024010107
KADUGODI 6 MLD STP,2024-01-01 06:45:00,8.0,27.20,0.4,4.81,36.55,6.86,10.35,6.59,2.36,-,-,-,2024010107
HORAMAVU 20 MLD,2024-01-01 06:45:00,7.74,27.00,0.97,5.5,62.69,5.68,27.88,2.69,3.88,-,-,-,2024010107
K AND C VALLEY 60 MLD,2024-01-01 06:45:00,6.99,25.40,0.44,3.9,38.71,13.7,6.32,11.42,3.65,-,-,-,2024010107
NAGASANDRA 20 MLD,2024-01-01 06:45:00,7.78,23.20,0.8,3.2,204.08,10.03,49.91,4.95,3.49,-,-,-,2024010107
RAJACANAL 40 MLD,2024-01-01 06:45:00,7.66,25.10,0.86,3.4,28.27,3.46,4.0,8.00,4.13,-,-,-,2024010107
YELLAMALAPACHETTY 15 MLD,2024-01-01 06:45:00,6.86,25.39,0.51,2.03,49.98,7.54,11.42,4.97,2.44,-,-,-,2024010107
BELLANDUR 90 MLD,2024-01-01 06:45:00,7.68,24.80,0.54,1.6,27.04,4.77,6.78,5.41,3.02,-,-,-,2024010107
DODDABELE 20 MLD,2024-01-01 06:45:00,7.01,24.50,0.86,3.6,36.73,5.66,7.21,9.88,4.21,-,-,-,2024010107
NAGASANDRA OLD 20 MLD,2024-01-01 06:45:00,6.94,22.40,1.86,2.79,518.84,10.89,461.44,0.00,3.34,-,-,-,2024010107
4MLD Cubbon Park TTP,2024-01-01 06:45:00,6.97,26.80,0.73,4.69,17.31,1.19,0.94,5.02,3.65,-,-,-,2024010107
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,-,-,2024010107
STP Sarakki 5 MLD,2024-01-01 06:45:00,8.0,26.00,0.55,1.1,18.78,4.93,5.89,3.76,-,-,-,-,2024010107
Mailasandra STP 75 MLD,2024-01-01 06:45:00,7.35,23.00,4.48,7.17,45.27,7.96,18.93,14.07,-0.86,-,-,-,2024010107
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010107
KR Puram STP 20 MLD,2024-01-01 07:00:00,7.13,23.30,1.72,3.44,86.69,6.08,150.2,12.14,1.23,-,-,-,2024010107
1.5 MLD Lalbagh TTP,2024-01-01 07:00:00,7.33,20.60,0.82,3.95,18.24,1.5,1.23,4.68,3.15,-,-,-,2024010107
35MLD Agaram STP,2024-01-01 07:00:00,7.25,24.20,0.74,3.03,29.73,5.07,4.07,6.53,-,-,-,-,2024010107
Chikka_Bagur_5_MLD_STP,2024-01-01 07:00:00,7.28,24.10,7.17,14.3,44.00,6.4,9.4,12.80,-,-,-,-,2024010107
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.2,4.2,8.99,3.11,0.20,-,-,2024010107
40MLD OLD Rajacanal STP,2024-01-01 07:00:00,7.52,22.60,1.03,1.85,25.90,6.6,7.4,6.47,3.76,0.51,-,-,2024010107
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,-,-,2024010107
4_MLD_Madiwala_STP,2024-01-01 07:00:00,7.7,22.30,1.68,4.9,34.40,2.18,3.73,8.60,-,-,-,-,2024010107
150MLD STP_K&C valley,2024-01-01 06:45:00,7.04,-,3.59,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010107
20Mld KR Puram STP New,2024-01-01 06:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,0.83,2.64,2024010107
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,5.68,6.16,2024010107
2MLD Ulsoor STP,2024-01-01 06:30:00,7.32,24.30,0.31,1.55,17.50,2.45,2.8,3.50,2.50,-,-,-,2024010108
CHIKKABANAVARA 5 MLD,2024-01-01 07:30:00,7.43,22.30,0.36,3.3,28.85,4.37,4.72,11.09,2.88,-,-,-,2024010108
KADUGODI 6 MLD STP,2024-01-01 07:45:00,8.01,27.20,0.4,4.84,36.54,6.85,10.29,6.59,2.36,-,-,-,2024010108
HORAMAVU 20 MLD,2024-01-01 07:45:00,7.72,26.90,0.95,5.5,63.15,5.92,30.09,0.93,3.80,-,-,-,2024010108
K AND C VALLEY 60 MLD,2024-01-01 07:15:00,6.99,25.40,0.43,3.9,38.53,13.65,6.08,10.95,3.57,-,-,-,2024010108
NAGASANDRA 20 MLD,2024-01-01 07:45:00,7.78,23.10,0.77,3.08,202.91,9.99,49.76,5.24,3.47,-,-,-,2024010108
RAJACANAL 40 MLD,2024-01-01 07:45:00,7.65,25.00,0.86,3.4,28.26,3.47,3.99,8.01,4.13,-,-,-,2024010108
YELLAMALAPACHETTY 15 MLD,2024-01-01 07:45:00,6.86,25.41,0.51,2.03,60.09,7.47,12.01,4.97,-0.85,-,-,-,2024010108
BELLANDUR 90 MLD,2024-01-01 07:45:00,7.69,24.70,0.54,1.6,27.04,4.79,6.76,5.41,3.02,-,-,-,2024010108
DODDABELE 20 MLD,2024-01-01 07:45:00,7.01,24.50,0.86,3.6,37.01,5.65,7.93,9.91,4.21,-,-,-,2024010108
NAGASANDRA OLD 20 MLD,2024-01-01 07:45:00,7.02,22.20,1.59,2.38,509.52,9.25,454.83,0.00,1.16,-,-,-,2024010108
4MLD Cubbon Park TTP,2024-01-01 07:45:00,7.0,26.80,0.73,4.69,17.31,1.19,0.94,5.02,3.65,-,-,-,2024010108
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,-,-,2024010108
STP Sarakki 5 MLD,2024-01-01 07:15:00,7.99,26.00,0.55,1.1,18.78,4.93,5.89,3.76,-,-,-,-,2024010108
Mailasandra STP 75 MLD,2024-01-01 07:45:00,7.35,22.90,4.5,7.2,45.29,7.98,18.93,14.08,-0.86,-,-,-,2024010108
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010108
KR Puram STP 20 MLD,2024-01-01 08:00:00,7.12,23.20,1.8,3.6,87.72,5.26,152.59,12.28,1.23,-,-,-,2024010108
1.5 MLD Lalbagh TTP,2024-01-01 07:45:00,7.35,20.60,0.77,4.03,18.24,1.5,1.23,4.76,3.16,-,-,-,2024010108
35MLD Agaram STP,2024-01-01 08:00:00,7.23,24.20,0.73,2.99,29.64,5.06,4.02,6.51,-,-,-,-,2024010108
Chikka_Bagur_5_MLD_STP,2024-01-01 08:00:00,7.32,24.00,7.06,14.1,44.40,6.1,10.1,12.20,-,-,-,-,2024010108
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.2,4.2,8.99,3.11,0.20,-,-,2024010108
40MLD OLD Rajacanal STP,2024-01-01 08:00:00,7.47,22.50,0.99,1.78,25.90,6.6,7.4,6.47,3.73,0.50,-,-,2024010108
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,-,-,2024010108
4_MLD_Madiwala_STP,2024-01-01 08:00:00,7.7,22.20,1.69,4.9,34.40,2.2,3.73,8.60,-,-,-,-,2024010108
150MLD STP_K&C valley,2024-01-01 07:45:00,7.01,-,3.58,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010108
20Mld KR Puram STP New,2024-01-01 07:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,0.83,4.06,2024010108
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,5.68,6.16,2024010108
2MLD Ulsoor STP,2024-01-01 08:45:00,7.4,25.50,0.28,1.4,31.85,4.46,5.1,6.37,4.55,-,-,-,2024010109
CHIKKABANAVARA 5 MLD,2024-01-01 08:30:00,7.44,22.30,0.36,3.3,28.78,4.38,4.69,10.97,2.88,-,-,-,2024010109
KADUGODI 6 MLD STP,2024-01-01 08:30:00,8.02,27.10,0.4,4.85,36.61,6.86,10.79,6.59,2.36,-,-,-,2024010109
HORAMAVU 20 MLD,2024-01-01 08:30:00,7.68,27.00,0.95,5.3,63.23,5.66,29.73,0.00,3.80,-,-,-,2024010109
K AND C VALLEY 60 MLD,2024-01-01 08:45:00,7.17,25.10,0.4,3.8,38.26,13.71,5.66,11.23,3.32,-,-,-,2024010109
NAGASANDRA 20 MLD,2024-01-01 08:30:00,7.76,23.50,0.8,3.2,200.07,9.51,49.49,4.64,3.53,-,-,-,2024010109
RAJACANAL 40 MLD,2024-01-01 08:45:00,7.64,25.10,0.86,3.4,28.25,3.46,3.99,7.99,4.13,-,-,-,2024010109
YELLAMALAPACHETTY 15 MLD,2024-01-01 08:45:00,6.83,25.30,0.51,2.02,51.48,7.38,11.48,5.03,-0.88,-,-,-,2024010109
BELLANDUR 90 MLD,2024-01-01 08:30:00,7.68,24.80,0.54,1.6,27.04,4.77,6.78,5.41,3.02,-,-,-,2024010109
DODDABELE 20 MLD,2024-01-01 08:45:00,7.0,24.40,0.86,3.6,36.86,5.67,7.55,9.95,4.20,-,-,-,2024010109
NAGASANDRA OLD 20 MLD,2024-01-01 08:45:00,7.01,22.30,1.65,2.47,518.03,9.74,462.75,0.00,1.59,-,-,-,2024010109
4MLD Cubbon Park TTP,2024-01-01 08:45:00,7.01,26.80,0.73,4.68,17.30,1.18,0.93,5.02,3.65,-,-,-,2024010109
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,-,-,2024010109
STP Sarakki 5 MLD,2024-01-01 08:45:00,7.99,25.80,0.58,1.16,18.78,4.94,5.9,3.76,-,-,-,-,2024010109
Mailasandra STP 75 MLD,2024-01-01 08:30:00,7.39,22.70,4.46,7.14,45.25,7.94,18.95,14.56,0.57,-,-,-,2024010109
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010109
KR Puram STP 20 MLD,2024-01-01 09:00:00,7.12,23.20,1.86,3.72,85.44,5.96,148.03,11.96,1.23,-,-,-,2024010109
1.5 MLD Lalbagh TTP,2024-01-01 09:00:00,7.36,21.00,0.66,3.5,18.23,1.5,1.24,4.53,2.85,-,-,-,2024010109
35MLD Agaram STP,2024-01-01 09:00:00,7.2,24.40,0.74,3.03,29.52,5.04,4.07,6.48,-,-,-,-,2024010109
Chikka_Bagur_5_MLD_STP,2024-01-01 09:00:00,7.27,24.00,6.49,13.0,43.80,6.2,9.7,12.40,-,-,-,-,2024010109
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.2,4.2,8.99,3.11,0.20,-,-,2024010109
40MLD OLD Rajacanal STP,2024-01-01 09:00:00,7.48,22.60,0.98,1.76,25.90,6.6,7.4,6.47,3.74,0.49,-,-,2024010109
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,-,-,2024010109
4_MLD_Madiwala_STP,2024-01-01 09:00:00,7.7,22.10,1.69,4.9,34.40,2.17,3.73,8.60,-,-,-,-,2024010109
150MLD STP_K&C valley,2024-01-01 08:45:00,7.04,-,3.59,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010109
20Mld KR Puram STP New,2024-01-01 08:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,0.83,4.97,2024010109
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,5.68,6.16,2024010109
2MLD Ulsoor STP,2024-01-01 09:30:00,7.38,25.50,0.29,1.45,30.66,4.29,4.91,6.13,4.38,-,-,-,2024010110
CHIKKABANAVARA 5 MLD,2024-01-01 09:15:00,7.45,22.30,0.36,3.3,29.05,4.34,4.79,11.14,2.88,-,-,-,2024010110
KADUGODI 6 MLD STP,2024-01-01 09:00:00,8.02,27.10,0.4,4.98,36.63,6.85,10.92,6.59,2.36,-,-,-,2024010110
HORAMAVU 20 MLD,2024-01-01 09:45:00,7.72,27.20,0.97,5.4,65.70,5.86,30.3,2.41,3.88,-,-,-,2024010110
K AND C VALLEY 60 MLD,2024-01-01 09:30:00,6.99,25.50,0.44,3.9,38.50,13.83,5.75,11.54,3.65,-,-,-,2024010110
NAGASANDRA 20 MLD,2024-01-01 09:45:00,7.78,24.10,0.83,3.32,202.94,9.38,50.31,7.07,3.59,-,-,-,2024010110
RAJACANAL 40 MLD,2024-01-01 09:45:00,7.64,25.10,0.86,3.4,28.25,3.46,4.0,7.98,4.13,-,-,-,2024010110
YELLAMALAPACHETTY 15 MLD,2024-01-01 09:30:00,6.86,25.42,0.51,2.03,42.91,7.46,11.23,4.88,-0.76,-,-,-,2024010110
BELLANDUR 90 MLD,2024-01-01 09:45:00,7.68,24.90,0.55,1.5,27.05,4.77,6.81,5.41,3.08,-,-,-,2024010110
DODDABELE 20 MLD,2024-01-01 09:45:00,6.96,24.80,0.87,3.6,37.17,5.67,8.06,9.95,4.18,-,-,-,2024010110
NAGASANDRA OLD 20 MLD,2024-01-01 09:45:00,7.01,22.40,1.7,2.55,521.38,9.19,458.89,0.00,1.58,-,-,-,2024010110
4MLD Cubbon Park TTP,2024-01-01 09:30:00,7.0,26.90,0.73,4.69,17.31,1.19,0.94,5.02,3.65,-,-,-,2024010110
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,-,-,2024010110
STP Sarakki 5 MLD,2024-01-01 09:30:00,7.95,25.90,0.55,1.1,18.78,4.94,5.92,3.76,-,-,-,-,2024010110
Mailasandra STP 75 MLD,2024-01-01 09:30:00,6.88,23.20,0.0,0.0,45.22,7.9,18.95,14.14,1.97,-,-,-,2024010110
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010110
KR Puram STP 20 MLD,2024-01-01 09:30:00,7.11,23.30,1.88,3.76,86.13,6.37,150.33,12.06,1.23,-,-,-,2024010110
1.5 MLD Lalbagh TTP,2024-01-01 10:00:00,7.34,23.00,0.51,2.8,18.24,1.5,1.23,3.56,2.31,-,-,-,2024010110
35MLD Agaram STP,2024-01-01 09:45:00,7.15,24.20,0.73,2.99,29.32,5.01,4.02,6.43,-,-,-,-,2024010110
Chikka_Bagur_5_MLD_STP,2024-01-01 10:00:00,7.92,19.00,1.86,3.7,73.40,5.0,42.6,10.00,-,-,-,-,2024010110
Yelahanka 10MLD TTP,2023-12-30 09:15:00,7.4,23.00,1.63,4.65,44.90,7.2,4.2,8.99,3.11,0.20,-,-,2024010110
40MLD OLD Rajacanal STP,2024-01-01 10:00:00,7.5,22.70,0.96,1.73,25.90,6.6,7.4,6.47,3.75,0.48,-,-,2024010110
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,-,-,2024010110
4_MLD_Madiwala_STP,2024-01-01 10:00:00,7.7,22.20,1.68,4.9,34.40,2.14,3.74,8.60,-,-,-,-,2024010110
150MLD STP_K&C valley,2024-01-01 09:45:00,7.04,-,3.58,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010110
20Mld KR Puram STP New,2024-01-01 09:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,0.83,5.97,2024010110
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,5.68,6.16,2024010110
2MLD Ulsoor STP,2024-01-01 10:15:00,7.38,25.50,0.3,1.5,30.17,4.22,4.83,6.03,4.31,-,-,-,2024010111
CHIKKABANAVARA 5 MLD,2024-01-01 10:30:00,7.44,22.30,0.36,3.3,29.38,4.28,4.89,11.05,2.88,-,-,-,2024010111
KADUGODI 6 MLD STP,2024-01-01 10:30:00,8.03,27.30,0.4,4.83,36.62,6.85,11.05,6.57,2.36,-,-,-,2024010111
HORAMAVU 20 MLD,2024-01-01 10:45:00,7.73,27.30,0.98,5.7,66.01,6.14,29.46,4.27,3.92,-,-,-,2024010111
K AND C VALLEY 60 MLD,2024-01-01 10:45:00,6.99,25.90,0.44,4.0,37.24,13.18,6.25,11.24,3.65,-,-,-,2024010111
NAGASANDRA 20 MLD,2024-01-01 10:45:00,7.75,24.30,0.84,3.36,204.89,9.62,50.54,4.93,3.64,-,-,-,2024010111
RAJACANAL 40 MLD,2024-01-01 10:45:00,7.65,25.40,0.87,3.4,28.26,3.46,4.0,8.01,4.18,-,-,-,2024010111
YELLAMALAPACHETTY 15 MLD,2024-01-01 10:45:00,6.93,25.66,0.51,2.05,54.45,7.66,11.27,5.00,-0.87,-,-,-,2024010111
BELLANDUR 90 MLD,2024-01-01 10:45:00,7.68,25.20,0.56,1.5,27.04,4.8,6.78,5.41,3.14,-,-,-,2024010111
DODDABELE 20 MLD,2024-01-01 10:45:00,6.91,25.00,0.88,3.6,36.90,5.68,7.57,9.96,4.15,-,-,-,2024010111
NAGASANDRA OLD 20 MLD,2024-01-01 10:45:00,7.02,22.70,1.66,2.49,484.91,6.7,448.74,0.00,1.73,-,-,-,2024010111
4MLD Cubbon Park TTP,2024-01-01 10:45:00,7.0,26.90,0.73,4.69,17.30,1.19,0.94,5.02,3.65,-,-,-,2024010111
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,-,-,2024010111
STP Sarakki 5 MLD,2024-01-01 10:45:00,7.79,25.90,0.57,1.14,18.74,4.86,5.72,3.75,-,-,-,-,2024010111
Mailasandra STP 75 MLD,2024-01-01 10:45:00,7.02,24.00,0.0,0.0,45.24,7.93,18.95,14.03,3.45,-,-,-,2024010111
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010111
KR Puram STP 20 MLD,2024-01-01 10:45:00,7.13,23.80,1.77,3.54,87.17,5.6,157.9,12.20,1.22,-,-,-,2024010111
1.5 MLD Lalbagh TTP,2024-01-01 11:00:00,7.32,26.30,0.46,2.4,18.23,1.5,1.23,2.87,1.56,-,-,-,2024010111
35MLD Agaram STP,2024-01-01 10:45:00,7.31,23.70,0.66,2.71,29.97,5.12,3.63,6.58,-,-,-,-,2024010111
Chikka_Bagur_5_MLD_STP,2024-01-01 11:00:00,7.7,23.80,5.77,11.5,43.20,6.4,7.8,12.80,-,-,-,-,2024010111
Yelahanka 10MLD TTP,2024-01-01 10:30:00,7.36,22.90,1.2,3.35,45.00,7.6,4.7,8.97,3.17,0.21,-,-,2024010111
40MLD OLD Rajacanal STP,2024-01-01 11:00:00,7.49,22.80,0.92,1.66,25.90,6.6,7.4,6.47,3.74,0.46,-,-,2024010111
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,-,-,2024010111
4_MLD_Madiwala_STP,2024-01-01 11:00:00,7.7,22.20,1.68,4.9,34.40,2.23,3.74,8.60,-,-,-,-,2024010111
150MLD STP_K&C valley,2024-01-01 10:45:00,7.01,-,3.58,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010111
20Mld KR Puram STP New,2024-01-01 10:45:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,0.83,5.97,2024010111
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,5.68,6.16,2024010111
2MLD Ulsoor STP,2024-01-01 11:45:00,7.38,25.40,0.32,1.6,30.38,4.25,4.86,6.08,4.34,-,-,-,2024010112
CHIKKABANAVARA 5 MLD,2024-01-01 11:15:00,7.45,22.30,0.37,3.3,29.42,4.27,4.92,11.16,2.96,-,-,-,2024010112
KADUGODI 6 MLD STP,2024-01-01 11:30:00,8.03,27.70,0.4,4.91,36.59,6.85,10.77,6.58,2.36,-,-,-,2024010112
HORAMAVU 20 MLD,2024-01-01 11:45:00,7.74,27.30,0.99,5.0,66.65,6.63,29.18,5.50,3.96,-,-,-,2024010112
K AND C VALLEY 60 MLD,2024-01-01 11:45:00,6.99,26.10,0.45,4.0,37.81,13.19,6.95,10.93,3.73,-,-,-,2024010112
NAGASANDRA 20 MLD,2024-01-01 11:30:00,7.75,24.60,0.8,3.2,204.77,9.42,50.67,4.73,3.67,-,-,-,2024010112
RAJACANAL 40 MLD,2024-01-01 11:30:00,7.65,25.60,0.89,3.3,28.25,3.46,4.0,8.00,4.27,-,-,-,2024010112
YELLAMALAPACHETTY 15 MLD,2024-01-01 11:45:00,7.0,25.94,0.52,2.08,55.46,7.46,11.69,4.97,2.24,-,-,-,2024010112
BELLANDUR 90 MLD,2024-01-01 11:30:00,7.67,25.40,0.57,1.5,27.05,4.79,6.83,5.41,3.19,-,-,-,2024010112
DODDABELE 20 MLD,2024-01-01 11:45:00,6.9,25.30,0.88,3.6,37.01,5.67,7.71,9.96,4.14,-,-,-,2024010112
NAGASANDRA OLD 20 MLD,2024-01-01 11:30:00,7.0,22.90,1.82,2.73,448.41,5.57,421.21,0.00,4.09,-,-,-,2024010112
4MLD Cubbon Park TTP,2024-01-01 11:30:00,7.0,26.90,0.73,4.69,17.31,1.19,0.94,5.02,3.65,-,-,-,2024010112
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,-,-,2024010112
STP Sarakki 5 MLD,2024-01-01 11:45:00,7.8,25.90,0.58,1.16,18.73,4.85,5.72,3.75,-,-,-,-,2024010112
Mailasandra STP 75 MLD,2024-01-01 11:30:00,7.07,24.30,0.0,0.0,45.22,7.9,18.96,14.24,3.40,-,-,-,2024010112
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010112
KR Puram STP 20 MLD,2024-01-01 11:45:00,7.12,24.00,1.69,3.38,88.51,5.01,164.83,12.39,1.22,-,-,-,2024010112
1.5 MLD Lalbagh TTP,2024-01-01 12:00:00,7.29,30.10,0.55,2.5,18.24,1.5,1.24,2.09,1.29,-,-,-,2024010112
35MLD Agaram STP,2024-01-01 12:00:00,7.11,24.60,0.77,3.16,29.15,4.98,4.23,6.40,-,-,-,-,2024010112
Chikka_Bagur_5_MLD_STP,2024-01-01 12:00:00,7.66,23.90,5.47,10.9,44.10,6.1,9.5,12.20,-,-,-,-,2024010112
Yelahanka 10MLD TTP,2024-01-01 10:30:00,7.36,22.90,1.2,3.35,45.00,7.6,4.7,8.97,3.17,0.21,-,-,2024010112
40MLD OLD Rajacanal STP,2024-01-01 12:00:00,7.48,22.90,0.9,1.62,25.90,6.6,7.4,6.47,3.74,0.45,-,-,2024010112
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,-,-,2024010112
4_MLD_Madiwala_STP,2024-01-01 12:00:00,7.7,22.20,1.67,4.8,34.48,3.68,3.72,8.62,-,-,-,-,2024010112
150MLD STP_K&C valley,2024-01-01 12:00:00,6.98,-,3.58,3.44,-,6.0,10.12,-,-,0.41,-,-,2024010112
20Mld KR Puram STP New,2024-01-01 12:00:00,0.0,-,0.0,0.0,0.00,0.0,0.0,0.00,-,-,1.64,7.03,2024010112
10 MLD STP HULIMAVU,2023-12-29 15:15:00,7.44,-,3.73,5.76,45.63,2.73,6.18,1.20,-,-,5.68,6.16,2024010112
2MLD Ulsoor STP,2024-01-01 12:30:00,7.39,25.40,0.31,1.55,30.24,4.23,4.84,6.05,4.32,-,-,-,2024010113
CHIKKABANAVARA 5 MLD,2024-01-01 12:30:00,7.46,22.50,0.37,3.4,29.31,4.29,4.89,11.19,2.96,-,-,-,2024010113
KADUGODI 6 MLD STP,2024-01-01 12:45:00,8.03,28.30,0.4,5.03,36.68,6.85,11.56,6.58,2.36,-,-,-,2024010113
HORAMAVU 20 MLD,2024-01-01 12:45:00,7.71,27.70,1.01,4.9,66.00,6.88,30.92,3.73,4.04,-,-,-,2024010113
K AND C VALLEY 60 MLD,2024-01-01 12:45:00,6.98,26.20,0.46,4.0,37.81,13.23,6.84,10.85,3.82,-,-,-,2024010113
NAGASANDRA 20 MLD,2024-01-01 12:45:00,7.76,24.60,0.88,3.52,189.15,9.01,47.63,4.53,3.69,-,-,-,2024010113
RAJACANAL 40 MLD,2024-01-01 12:45:00,7.65,25.80,0.9,3.3,28.25,3.46,3.99,8.00,4.32,-,-,-,2024010113
YELLAMALAPACHETTY 15 MLD,2024-01-01 12:30:00,7.01,25.98,0.52,2.08,62.62,7.55,11.64,5.07,-0.81,-,-,-,2024010113
BELLANDUR 90 MLD,2024-01-01 12:45:00,7.67,25.70,0.57,1.5,27.05,4.77,6.89,5.41,3.19,-,-,-,2024010113
DODDABELE 20 MLD,2024-01-01 12:45:00,6.89,25.50,0.89,3.6,37.18,5.69,7.89,9.95,4.13,-,-,-,2024010113
NAGASANDRA OLD 20 MLD,2024-01-01 12:45:00,6.98,23.00,1.92,2.88,486.24,7.34,449.79,0.00,1.40,-,-,-,2024010113
4MLD Cubbon Park TTP,2024-01-01 12:45:00,6.99,26.90,0.72,4.69,17.31,1.19,0.94,5.02,3.60,-,-,-,2024010113
KADABEESANAHALLI 50 MLD,2023-12-27 11:30:00,6.68,21.80,0.85,3.84,45.55,8.53,8.0,7.59,3.41,-,-,-,2024010113
STP Sarakki 5 MLD,2024-01-01 12:45:00,7.89,26.10,0.57,1.14,18.74,4.87,5.73,3.75,-,-,-,-,2024010113
Mailasandra STP 75 MLD,2024-01-01 12:45:00,7.15,25.00,0.0,0.0,45.23,7.91,18.95,14.31,3.51,-,-,-,2024010113
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024010113
KR Puram STP 20 MLD,2024-01-01 12:45:00,7.1,24.20,1.73,3.46,89.27,5.2,167.1,12.50,1.21,-,-,-,2024010113
1.5 MLD Lalbagh TTP,2024-01-01 13:00:00,7.25,33.30,0.48,2.6,18.24,1.5,1.24,1.83,1.23,-,-,-,2024010113
35MLD Agaram STP,2024-01-01 12:45:00,7.1,24.40,0.76,3.12,29.11,4.97,4.18,6.39,-,-,-,-,2024010113
