stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
Mailasandra STP 75 MLD,2024-03-30 11:45:00,7.82,28.00,18.24,29.18,49.96,14.34,15.62,2.98,1.92,-,-,-,2024033012
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024033012
KR Puram STP 20 MLD,2024-03-30 11:45:00,7.02,27.60,1.44,2.88,47.06,6.75,12.92,6.59,0.88,-,-,-,2024033012
1.5 MLD Lalbagh TTP,2024-03-30 11:30:00,7.17,31.70,0.24,1.05,17.86,1.35,1.0,0.00,0.37,-,-,-,2024033012
35MLD Agaram STP,2024-03-30 11:45:00,7.15,29.00,0.62,2.54,29.32,5.01,3.41,6.43,-,-,-,-,2024033012
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024033012
Yelahanka 10MLD TTP,2024-03-30 12:00:00,7.33,25.40,1.54,4.28,30.50,8.1,9.8,6.21,4.58,0.22,-,-,2024033012
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024033012
Hennur 1MLD TTP,2024-03-30 12:00:00,7.19,29.30,0.32,0.48,21.00,2.6,4.0,5.05,4.25,0.06,-,-,2024033012
4_MLD_Madiwala_STP,2024-03-30 12:00:00,7.7,28.10,0.51,1.5,34.61,5.03,3.61,8.65,-,-,-,-,2024033012
150MLD STP_K&C valley,2024-03-30 11:45:00,7.59,-,1.03,5.72,-,4.47,9.69,-,-,0.99,-,-,2024033012
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024033012
10 MLD STP HULIMAVU,2024-03-30 11:45:00,7.81,-,3.98,5.32,36.37,2.17,4.72,1.20,-,-,1.89,1.91,2024033012
2MLD Ulsoor STP,2024-03-30 11:45:00,6.85,29.30,0.57,2.85,22.89,3.2,3.66,4.58,3.27,-,-,-,2024033013
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024033013
KADUGODI 6 MLD STP,2024-03-30 12:45:00,7.75,28.80,0.3,8.82,39.79,7.62,12.69,6.88,1.77,-,-,-,2024033013
HORAMAVU 20 MLD,2024-03-30 12:45:00,7.73,31.50,1.06,3.5,39.24,7.5,11.52,3.63,4.24,-,-,-,2024033013
K AND C VALLEY 60 MLD,2024-03-30 12:53:30,6.7,30.60,0.77,3.3,57.75,15.11,8.11,17.39,6.39,-,-,-,2024033013
NAGASANDRA 20 MLD,2024-03-30 12:45:00,7.38,28.40,1.29,5.16,46.74,8.85,11.24,7.26,4.25,-,-,-,2024033013
RAJACANAL 40 MLD,2024-03-30 12:45:00,7.58,30.00,1.28,2.6,28.61,3.63,4.13,8.13,6.14,-,-,-,2024033013
YELLAMALAPACHETTY 15 MLD,2024-03-30 13:00:00,7.59,29.18,0.55,2.22,32.26,8.92,8.52,5.76,2.70,-,-,-,2024033013
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024033013
DODDABELE 20 MLD,2024-03-30 12:45:00,6.91,30.00,0.43,1.4,45.67,7.48,14.38,10.69,4.15,-,-,-,2024033013
NAGASANDRA OLD 20 MLD,2024-03-30 12:45:00,7.18,26.50,1.18,1.77,48.67,8.69,16.67,0.00,2.95,-,-,-,2024033013
4MLD Cubbon Park TTP,2024-03-30 12:45:00,6.67,31.00,0.68,4.73,17.33,1.23,0.92,5.02,3.40,-,-,-,2024033013
KADABEESANAHALLI 50 MLD,2024-03-30 12:45:00,7.89,26.90,0.68,2.31,65.69,9.63,19.8,8.02,3.06,-,-,-,2024033013
STP Sarakki 5 MLD,2024-03-30 12:45:00,7.35,29.70,1.07,2.14,20.82,7.98,7.37,4.16,-,-,-,-,2024033013
Mailasandra STP 75 MLD,2024-03-30 12:45:00,7.9,28.30,19.58,31.33,50.02,14.4,15.6,3.17,1.81,-,-,-,2024033013
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024033013
KR Puram STP 20 MLD,2024-03-30 12:45:00,7.02,27.80,1.43,2.86,47.06,6.68,12.87,6.59,1.39,-,-,-,2024033013
1.5 MLD Lalbagh TTP,2024-03-30 12:45:00,7.18,32.40,0.33,1.65,17.86,1.35,1.0,0.88,0.00,-,-,-,2024033013
35MLD Agaram STP,2024-03-30 12:45:00,7.18,29.00,0.63,2.58,29.44,5.03,3.46,6.46,-,-,-,-,2024033013
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024033013
Yelahanka 10MLD TTP,2024-03-30 13:00:00,7.35,25.50,1.73,4.66,31.60,6.9,8.3,6.29,3.92,0.22,-,-,2024033013
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024033013
Hennur 1MLD TTP,2024-03-30 13:00:00,7.19,29.40,0.3,0.45,21.00,2.6,4.0,5.05,4.25,0.06,-,-,2024033013
4_MLD_Madiwala_STP,2024-03-30 13:00:00,7.69,28.10,0.52,1.5,34.61,5.01,3.62,8.65,-,-,-,-,2024033013
150MLD STP_K&C valley,2024-03-30 12:45:00,7.5,-,1.04,5.73,-,4.5,9.69,-,-,0.98,-,-,2024033013
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024033013
10 MLD STP HULIMAVU,2024-03-30 12:45:00,7.81,-,3.98,5.32,36.37,2.17,4.72,1.20,-,-,1.90,1.91,2024033013
2MLD Ulsoor STP,2024-03-30 11:45:00,6.85,29.30,0.57,2.85,22.89,3.2,3.66,4.58,3.27,-,-,-,2024033014
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024033014
KADUGODI 6 MLD STP,2024-03-30 13:45:00,7.72,29.60,0.3,8.92,39.79,7.61,12.76,6.88,1.77,-,-,-,2024033014
HORAMAVU 20 MLD,2024-03-30 13:30:00,7.76,31.50,1.06,3.5,39.73,7.53,11.94,3.64,4.24,-,-,-,2024033014
K AND C VALLEY 60 MLD,2024-03-30 13:56:30,6.7,30.50,0.77,3.4,57.84,15.13,8.14,17.52,6.39,-,-,-,2024033014
NAGASANDRA 20 MLD,2024-03-30 13:45:00,7.37,29.10,1.32,5.28,46.76,8.88,11.24,7.25,4.32,-,-,-,2024033014
RAJACANAL 40 MLD,2024-03-30 13:45:00,7.59,29.90,1.27,2.7,28.59,3.62,4.11,8.08,6.10,-,-,-,2024033014
YELLAMALAPACHETTY 15 MLD,2024-03-30 14:00:00,7.69,29.58,0.56,2.25,31.82,8.93,8.5,5.78,3.45,-,-,-,2024033014
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024033014
DODDABELE 20 MLD,2024-03-30 13:45:00,6.89,29.90,0.43,1.4,45.01,7.47,13.95,10.75,4.13,-,-,-,2024033014
NAGASANDRA OLD 20 MLD,2024-03-30 13:45:00,7.2,26.70,1.15,1.72,48.73,8.67,16.75,0.23,2.88,-,-,-,2024033014
4MLD Cubbon Park TTP,2024-03-30 13:45:00,6.69,31.00,0.68,4.73,17.33,1.23,0.92,5.03,3.40,-,-,-,2024033014
KADABEESANAHALLI 50 MLD,2024-03-30 13:45:00,7.69,26.70,0.66,2.24,65.82,9.62,22.38,7.88,2.97,-,-,-,2024033014
STP Sarakki 5 MLD,2024-03-30 13:45:00,7.54,29.90,1.05,2.1,20.82,7.97,7.33,4.16,-,-,-,-,2024033014
Mailasandra STP 75 MLD,2024-03-30 13:45:00,7.86,29.30,21.04,33.66,50.04,14.41,15.53,2.14,0.78,-,-,-,2024033014
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024033014
KR Puram STP 20 MLD,2024-03-30 13:45:00,7.02,27.90,1.45,2.9,47.11,7.19,12.9,6.60,0.01,-,-,-,2024033014
1.5 MLD Lalbagh TTP,2024-03-30 13:30:00,7.18,32.70,0.32,1.62,17.86,1.35,1.0,0.00,0.00,-,-,-,2024033014
35MLD Agaram STP,2024-03-30 13:45:00,7.25,29.10,0.64,2.62,29.73,5.07,3.52,6.53,-,-,-,-,2024033014
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024033014
Yelahanka 10MLD TTP,2024-03-30 14:00:00,7.35,25.70,1.6,4.59,31.50,5.9,7.1,6.32,4.93,0.22,-,-,2024033014
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024033014
Hennur 1MLD TTP,2024-03-30 14:00:00,7.19,29.30,0.28,0.42,21.00,2.6,4.0,5.05,4.26,0.06,-,-,2024033014
4_MLD_Madiwala_STP,2024-03-30 14:00:00,7.69,28.10,0.51,1.5,34.60,5.1,3.61,8.65,-,-,-,-,2024033014
150MLD STP_K&C valley,2024-03-30 13:45:00,7.5,-,1.04,5.72,-,4.5,9.69,-,-,0.98,-,-,2024033014
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024033014
10 MLD STP HULIMAVU,2024-03-30 13:45:00,7.32,-,3.45,4.66,33.78,2.03,4.56,1.20,-,-,1.90,2.00,2024033014
2MLD Ulsoor STP,2024-03-30 14:30:00,6.84,29.40,0.58,2.9,21.42,3.0,3.43,4.28,3.06,-,-,-,2024033015
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.40,31.60,0.00,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024033015
KADUGODI 6 MLD STP,2024-03-30 14:45:00,7.85,28.70,0.30,8.98,39.89,7.62,12.99,6.90,1.77,-,-,-,2024033015
HORAMAVU 20 MLD,2024-03-30 14:45:00,7.75,31.60,1.10,3.4,39.35,7.51,11.56,3.50,4.40,-,-,-,2024033015
K AND C VALLEY 60 MLD,2024-03-30 14:53:30,6.70,30.40,0.77,3.3,57.87,15.11,8.21,17.41,6.39,-,-,-,2024033015
NAGASANDRA 20 MLD,2024-03-30 14:45:00,7.37,29.10,1.37,5.48,46.79,8.88,11.26,7.09,4.37,-,-,-,2024033015
RAJACANAL 40 MLD,2024-03-30 14:45:00,7.59,29.80,1.28,2.7,28.59,3.63,4.11,8.09,6.14,-,-,-,2024033015
YELLAMALAPACHETTY 15 MLD,2024-03-30 15:00:00,7.70,29.60,0.56,2.25,32.14,8.92,8.5,5.78,3.55,-,-,-,2024033015
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024033015
DODDABELE 20 MLD,2024-03-30 14:45:00,6.82,29.30,0.41,1.5,46.64,7.41,17.05,10.62,4.09,-,-,-,2024033015
NAGASANDRA OLD 20 MLD,2024-03-30 14:45:00,7.18,26.80,1.18,1.77,48.79,8.66,16.85,0.00,2.95,-,-,-,2024033015
4MLD Cubbon Park TTP,2024-03-30 14:45:00,-,-,-,4.73,17.33,1.23,0.92,5.02,-,-,-,-,2024033015
KADABEESANAHALLI 50 MLD,2024-03-30 14:45:00,7.62,26.60,0.64,2.18,65.93,9.62,23.82,7.98,2.88,-,-,-,2024033015
STP Sarakki 5 MLD,2024-03-30 14:45:00,7.65,30.10,1.08,2.16,20.82,7.97,7.36,4.16,-,-,-,-,2024033015
Mailasandra STP 75 MLD,2024-03-30 14:45:00,7.89,29.70,23.24,37.18,50.05,14.43,15.55,2.48,0.78,-,-,-,2024033015
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024033015
KR Puram STP 20 MLD,2024-03-30 14:45:00,7.02,28.40,1.48,2.96,47.97,7.4,16.78,6.72,-0.07,-,-,-,2024033015
1.5 MLD Lalbagh TTP,2024-03-30 14:45:00,7.17,32.90,0.30,1.55,17.85,1.35,1.0,0.00,0.00,-,-,-,2024033015
35MLD Agaram STP,2024-03-30 14:45:00,7.25,29.10,0.63,2.58,29.73,5.07,3.46,6.53,-,-,-,-,2024033015
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024033015
Yelahanka 10MLD TTP,2024-03-30 15:00:00,7.33,25.90,1.52,4.3,31.30,5.6,6.8,6.28,5.18,0.22,-,-,2024033015
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.20,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024033015
Hennur 1MLD TTP,2024-03-30 15:00:00,7.20,29.30,0.27,0.41,21.00,2.6,4.0,5.05,4.25,0.05,-,-,2024033015
4_MLD_Madiwala_STP,2024-03-30 15:00:00,7.69,28.10,0.52,1.5,34.60,5.01,3.62,8.65,-,-,-,-,2024033015
150MLD STP_K&C valley,2024-03-30 14:45:00,7.56,-,1.04,5.72,-,4.5,9.69,-,-,0.98,-,-,2024033015
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024033015
10 MLD STP HULIMAVU,2024-03-30 14:45:00,7.32,-,3.45,4.66,33.78,2.03,4.56,1.20,-,-,4.89,6.09,2024033015
2MLD Ulsoor STP,2024-03-30 14:30:00,6.84,29.40,0.58,2.9,21.42,3.0,3.43,4.28,3.06,-,-,-,2024033016
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024033016
KADUGODI 6 MLD STP,2024-03-30 15:45:00,7.76,28.60,0.3,8.67,39.83,7.62,12.89,6.88,1.77,-,-,-,2024033016
HORAMAVU 20 MLD,2024-03-30 15:45:00,7.66,31.30,1.06,3.5,39.29,7.49,11.65,3.48,4.24,-,-,-,2024033016
K AND C VALLEY 60 MLD,2024-03-30 15:52:00,6.71,30.40,0.78,3.4,57.78,15.14,7.96,17.41,6.47,-,-,-,2024033016
NAGASANDRA 20 MLD,2024-03-30 15:45:00,7.39,29.00,1.28,5.12,46.78,8.86,11.25,7.07,4.35,-,-,-,2024033016
RAJACANAL 40 MLD,2024-03-30 15:45:00,7.63,29.60,1.28,2.7,28.61,3.63,4.11,8.11,6.14,-,-,-,2024033016
YELLAMALAPACHETTY 15 MLD,2024-03-30 16:00:00,7.66,29.46,0.56,2.24,33.00,8.92,8.53,5.77,2.86,-,-,-,2024033016
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024033016
DODDABELE 20 MLD,2024-03-30 15:45:00,6.79,29.10,0.4,1.6,46.85,7.29,17.22,10.43,4.07,-,-,-,2024033016
NAGASANDRA OLD 20 MLD,2024-03-30 15:45:00,7.18,26.90,1.18,1.77,48.66,8.63,16.66,0.00,2.95,-,-,-,2024033016
4MLD Cubbon Park TTP,2024-03-30 15:45:00,6.67,31.00,0.68,4.73,17.33,1.23,0.92,5.02,-,-,-,-,2024033016
KADABEESANAHALLI 50 MLD,2024-03-30 15:45:00,7.54,26.70,0.63,2.14,65.74,9.62,20.33,7.91,2.84,-,-,-,2024033016
STP Sarakki 5 MLD,2024-03-30 15:45:00,7.63,30.00,1.06,2.12,20.80,7.95,7.32,4.16,-,-,-,-,2024033016
Mailasandra STP 75 MLD,2024-03-30 15:45:00,7.91,29.50,23.85,38.16,50.08,14.5,15.56,2.63,1.63,-,-,-,2024033016
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024033016
KR Puram STP 20 MLD,2024-03-30 15:45:00,7.01,28.20,1.51,3.02,47.26,7.28,13.21,6.62,0.52,-,-,-,2024033016
1.5 MLD Lalbagh TTP,2024-03-30 15:45:00,7.16,32.80,0.28,1.45,17.85,1.35,1.0,2.84,3.82,-,-,-,2024033016
35MLD Agaram STP,2024-03-30 15:45:00,7.25,29.20,0.63,2.58,29.73,5.07,3.46,6.53,-,-,-,-,2024033016
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024033016
Yelahanka 10MLD TTP,2024-03-30 16:00:00,7.33,26.00,1.59,4.33,31.50,5.9,7.0,6.29,4.83,0.22,-,-,2024033016
40MLD OLD Rajacanal STP,2024-03-30 16:06:30,7.62,26.40,1.13,2.03,27.80,6.8,8.6,6.95,3.81,0.56,-,-,2024033016
Hennur 1MLD TTP,2024-03-30 16:00:00,7.18,29.30,0.28,0.42,21.10,2.7,4.0,5.05,4.32,0.06,-,-,2024033016
4_MLD_Madiwala_STP,2024-03-30 16:00:00,7.68,28.10,0.52,1.5,34.61,5.07,3.62,8.65,-,-,-,-,2024033016
150MLD STP_K&C valley,2024-03-30 15:45:00,7.53,-,1.03,5.73,-,4.47,9.69,-,-,0.98,-,-,2024033016
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024033016
10 MLD STP HULIMAVU,2024-03-30 15:45:00,7.32,-,3.45,4.66,33.78,2.03,4.56,1.20,-,-,5.70,6.22,2024033016
2MLD Ulsoor STP,2024-03-30 14:30:00,6.84,29.40,0.58,2.9,21.42,3.0,3.43,4.28,3.06,-,-,-,2024033017
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.40,31.60,0.00,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024033017
KADUGODI 6 MLD STP,2024-03-30 16:45:00,7.73,29.50,0.30,8.77,39.87,7.61,12.89,6.85,1.77,-,-,-,2024033017
HORAMAVU 20 MLD,2024-03-30 16:15:00,7.70,31.10,1.05,3.5,39.18,7.48,11.52,3.51,4.20,-,-,-,2024033017
K AND C VALLEY 60 MLD,2024-03-30 16:53:30,6.71,30.20,0.77,3.4,58.03,15.14,8.24,17.32,6.39,-,-,-,2024033017
NAGASANDRA 20 MLD,2024-03-30 16:45:00,7.34,29.60,1.36,5.44,46.81,8.87,11.29,7.41,4.43,-,-,-,2024033017
RAJACANAL 40 MLD,2024-03-30 16:45:00,7.60,29.20,1.25,2.7,28.60,3.63,4.11,8.11,6.00,-,-,-,2024033017
YELLAMALAPACHETTY 15 MLD,2024-03-30 17:00:00,7.63,29.33,0.56,2.23,31.93,8.93,8.5,5.78,2.73,-,-,-,2024033017
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024033017
DODDABELE 20 MLD,2024-03-30 16:45:00,6.76,29.00,0.40,1.6,46.25,7.36,16.12,10.59,4.06,-,-,-,2024033017
NAGASANDRA OLD 20 MLD,2024-03-30 16:45:00,7.18,27.00,1.17,1.75,48.66,8.6,16.68,0.00,2.92,-,-,-,2024033017
4MLD Cubbon Park TTP,2024-03-30 16:45:00,-,-,-,4.73,17.32,1.23,0.92,5.02,-,-,-,-,2024033017
KADABEESANAHALLI 50 MLD,2024-03-30 16:45:00,7.54,26.10,0.61,2.07,66.05,9.61,25.65,7.85,2.75,-,-,-,2024033017
STP Sarakki 5 MLD,2024-03-30 16:45:00,7.56,29.90,1.11,2.22,20.81,7.95,7.34,4.16,-,-,-,-,2024033017
Mailasandra STP 75 MLD,2024-03-30 16:45:00,7.86,28.80,22.08,35.33,50.14,14.57,15.54,2.20,1.36,-,-,-,2024033017
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024033017
KR Puram STP 20 MLD,2024-03-30 16:45:00,7.02,27.80,1.51,3.02,47.60,7.32,14.12,6.66,0.46,-,-,-,2024033017
1.5 MLD Lalbagh TTP,2024-03-30 16:30:00,7.14,32.70,0.26,1.33,17.86,1.35,1.0,7.67,5.81,-,-,-,2024033017
35MLD Agaram STP,2024-03-30 16:45:00,7.24,29.00,0.64,2.62,29.68,5.07,3.52,6.52,-,-,-,-,2024033017
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024033017
Yelahanka 10MLD TTP,2024-03-30 17:00:00,7.33,26.10,1.75,4.76,31.70,6.4,7.6,6.31,3.72,0.22,-,-,2024033017
40MLD OLD Rajacanal STP,2024-03-30 17:00:00,7.58,26.50,1.14,2.85,27.80,6.8,8.6,6.95,3.79,0.57,-,-,2024033017
Hennur 1MLD TTP,2024-03-30 17:00:00,7.17,29.40,0.30,0.45,21.00,2.6,4.0,5.05,4.25,0.06,-,-,2024033017
4_MLD_Madiwala_STP,2024-03-30 17:00:00,7.68,28.10,0.52,1.5,34.60,5.13,3.61,8.65,-,-,-,-,2024033017
150MLD STP_K&C valley,2024-03-30 16:45:00,7.53,-,1.04,5.73,-,4.5,9.69,-,-,0.98,-,-,2024033017
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024033017
10 MLD STP HULIMAVU,2024-03-30 16:45:00,7.32,-,3.45,4.66,33.78,2.03,4.56,1.20,-,-,5.70,6.22,2024033017
2MLD Ulsoor STP,2024-03-30 17:15:00,6.81,29.20,0.6,3.0,13.51,1.89,2.16,2.70,1.93,-,-,-,2024033018
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.40,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024033018
KADUGODI 6 MLD STP,2024-03-30 17:45:00,7.86,28.30,0.3,8.71,39.93,7.63,13.21,6.88,1.77,-,-,-,2024033018
HORAMAVU 20 MLD,2024-03-30 17:45:00,7.81,30.90,1.06,3.5,39.28,7.51,11.54,3.62,4.24,-,-,-,2024033018
K AND C VALLEY 60 MLD,2024-03-30 17:56:30,6.71,29.90,0.77,3.5,58.12,15.19,8.31,17.50,6.39,-,-,-,2024033018
NAGASANDRA 20 MLD,2024-03-30 17:45:00,7.33,29.10,1.38,5.52,46.76,8.88,11.25,7.78,4.37,-,-,-,2024033018
RAJACANAL 40 MLD,2024-03-30 17:15:00,7.61,29.10,1.24,2.7,28.61,3.63,4.12,8.10,5.95,-,-,-,2024033018
YELLAMALAPACHETTY 15 MLD,2024-03-30 17:30:00,7.66,29.47,0.56,2.24,32.66,8.94,8.51,5.78,6.18,-,-,-,2024033018
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024033018
DODDABELE 20 MLD,2024-03-30 17:45:00,6.74,28.80,0.4,1.6,46.33,7.29,16.46,10.53,4.04,-,-,-,2024033018
NAGASANDRA OLD 20 MLD,2024-03-30 17:45:00,7.18,27.00,1.19,1.79,48.65,8.68,16.65,0.00,2.98,-,-,-,2024033018
4MLD Cubbon Park TTP,2024-03-30 17:45:00,-,-,0.68,4.73,17.33,1.23,0.92,5.03,3.40,-,-,-,2024033018
KADABEESANAHALLI 50 MLD,2024-03-30 17:45:00,6.46,25.90,0.57,1.94,66.03,9.64,19.96,7.90,2.57,-,-,-,2024033018
STP Sarakki 5 MLD,2024-03-30 17:45:00,7.60,30.00,1.1,2.2,20.84,8.01,7.45,4.17,-,-,-,-,2024033018
Mailasandra STP 75 MLD,2024-03-30 17:45:00,7.85,28.00,20.39,32.62,50.21,14.68,15.55,2.45,1.68,-,-,-,2024033018
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024033018
KR Puram STP 20 MLD,2024-03-30 17:45:00,6.99,27.50,1.67,3.34,47.50,7.17,13.41,6.65,-0.36,-,-,-,2024033018
1.5 MLD Lalbagh TTP,2024-03-30 17:45:00,7.12,31.80,0.27,1.3,17.86,1.35,1.0,5.14,1.47,-,-,-,2024033018
35MLD Agaram STP,2024-03-30 17:45:00,7.22,28.70,0.63,2.58,29.60,5.05,3.46,6.50,-,-,-,-,2024033018
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024033018
Yelahanka 10MLD TTP,2024-03-30 18:00:00,7.33,26.20,1.85,5.18,31.60,6.4,7.6,6.32,3.51,0.21,-,-,2024033018
40MLD OLD Rajacanal STP,2024-03-30 17:30:00,7.57,26.50,1.19,2.98,27.80,6.8,8.5,6.95,3.79,0.60,-,-,2024033018
Hennur 1MLD TTP,2024-03-30 18:00:00,7.18,29.40,0.31,0.47,21.00,2.6,4.0,5.05,4.26,0.06,-,-,2024033018
4_MLD_Madiwala_STP,2024-03-30 18:00:00,7.67,28.10,0.54,1.6,34.60,5.18,3.61,8.65,-,-,-,-,2024033018
150MLD STP_K&C valley,2024-03-30 17:45:00,7.60,-,1.04,5.73,-,4.5,9.69,-,-,0.98,-,-,2024033018
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024033018
10 MLD STP HULIMAVU,2024-03-30 17:45:00,7.32,-,3.45,4.66,33.78,2.03,4.56,1.20,-,-,5.70,6.31,2024033018
2MLD Ulsoor STP,2024-03-30 17:15:00,6.81,29.20,0.6,3.0,13.51,1.89,2.16,2.70,1.93,-,-,-,2024033019
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024033019
KADUGODI 6 MLD STP,2024-03-30 18:45:00,7.78,28.20,0.3,8.55,39.94,7.62,13.17,6.87,1.77,-,-,-,2024033019
HORAMAVU 20 MLD,2024-03-30 18:45:00,7.81,30.70,1.03,3.6,39.41,7.52,11.67,3.68,4.12,-,-,-,2024033019
K AND C VALLEY 60 MLD,2024-03-30 18:53:30,5.88,28.30,0.9,3.3,58.07,15.12,8.04,17.20,7.47,-,-,-,2024033019
NAGASANDRA 20 MLD,2024-03-30 18:45:00,7.34,28.50,1.28,5.12,46.74,8.84,11.24,7.14,4.32,-,-,-,2024033019
RAJACANAL 40 MLD,2024-03-30 18:45:00,7.55,26.30,0.93,2.7,28.60,3.64,4.09,8.16,4.46,-,-,-,2024033019
YELLAMALAPACHETTY 15 MLD,2024-03-30 19:00:00,7.59,29.21,0.55,2.22,32.98,8.92,8.54,5.78,2.72,-,-,-,2024033019
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024033019
DODDABELE 20 MLD,2024-03-30 18:45:00,6.87,30.00,0.43,1.6,45.59,7.44,14.35,10.64,4.12,-,-,-,2024033019
NAGASANDRA OLD 20 MLD,2024-03-30 18:45:00,7.16,26.90,1.26,1.89,48.62,8.76,16.62,0.45,3.15,-,-,-,2024033019
